武器,聖遺物セット,聖遺物メイン,バフキャラ,通常期待値,スキル期待値,攻撃力,防御力,バフ,会心ダメ期待値,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
黎明の神剣,ファントム4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234338,25504,1035,2184.849,1.816,3.6775,1.00:2.68,2.68,,0.15:1.31,0,0,1.6
有楽御簾切(効果二倍),しめ縄+ファントム,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234254,29957,1734.79,1819.85,2.136,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234254,29957,1734.79,1819.85,2.136,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234254,29957,1734.79,1819.85,2.136,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),234113,38322,1308,3216.948,2.4,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),234113,38322,1308,3216.948,2.4,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
静水流転の輝き,しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234039,25868,1331.7,2740.448,1.7,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
静水流転の輝き,残響4,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,234039,31515,1331.7,2740.448,1.7,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,233903,28427,1176,2731.298,1.92,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,233903,28427,1176,2731.298,1.92,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
静水流転の輝き,華館4,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233870,31498,1176,3255.068,1.44,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),233735,30053,1349,2213.819,2.266,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),233735,30053,1349,2213.819,2.266,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,233517,29070,1308,3445.668,1.49,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,233517,29070,1308,3445.668,1.49,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
静水流転の輝き,しめ縄4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233472,26205,1331.7,3296.047,1.7,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
静水流転の輝き,残響4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233472,31926,1331.7,3296.047,1.7,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+防御%,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),233436,28651,1349,2254.798,2.176,3.093,1.00:2.09,2.09,,0.44:0.71,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+防御%,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,233428,30641,2352.4,2619.797,2,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
静水流転の輝き,華館4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233396,31808,1579.09,2143.87,1.906,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム4,攻撃%+攻撃%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233345,30207,2237.204,1629.25,2.15,3.3835,1.00:2.38,2.38,,0.59:0.42,0,0,1.6
霧切(完凸),ファントム4,攻撃%+攻撃%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233345,30207,2237.204,1629.25,2.15,3.3835,1.00:2.38,2.38,,0.28:1.04,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,233258,27619,2531.86,2740.448,2.216,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,233258,33001,2531.86,2740.448,2.216,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
黎明の神剣,ファントム4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233251,26029,1035,3296.047,1.35,3.3665,1.00:2.37,2.37,,0.30:1.00,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,233173,26687,2349.7,2931.048,1.27,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,233173,34183,2349.7,2931.048,1.27,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),233132,40107,1176,2851.949,2.386,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),233063,37053,1487.46,2931.048,2.6,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),233063,37053,1487.46,2931.048,2.6,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,233061,25010,1487.46,2740.448,1.6,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,233061,25010,1487.46,2740.448,1.6,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
狼牙(完凸),華館4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233059,32945,1144,2699.469,1.906,3.079,1.00:2.08,2.08,,0.52:0.56,0,0,1.6
狼牙(完凸),華館4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,233059,32945,1144,2699.469,1.906,3.079,1.00:2.08,2.08,,0.21:1.18,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心ダメージ,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),232988,27541,1507.4,2064.198,2.19,3.1835,1.00:2.18,2.18,,0.49:0.62,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心率,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),232988,27541,1507.4,2064.198,2.19,3.1835,1.00:2.18,2.18,,0.18:1.24,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),232972,31138,1349,3445.668,1.2,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
静水流転の輝き,ファントム4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232860,28409,1176,2184.849,1.816,3.604,1.00:2.60,2.60,,0.70:0.20,0,0,1.6
静水流転の輝き,ファントム4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232860,28409,1176,2184.849,1.816,3.604,1.00:2.60,2.60,,0.39:0.82,0,0,1.6
霧切(完凸),華館4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),232799,30869,1972.002,2143.87,2.146,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),232799,30869,1972.002,2143.87,2.146,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232769,31918,1734.79,2661.349,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232769,31918,1734.79,2661.349,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+残響,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232769,31918,1734.79,2661.349,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,232746,32439,2352.4,2023.219,2.556,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,232746,32439,2352.4,2023.219,2.556,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,232722,26087,1331.7,2445.398,2.736,2.501644,0.87:1.73,2.00,,0.62:0.35,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,232722,30105,1331.7,2445.398,2.736,2.501644,0.87:1.73,2.00,,0.62:0.35,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,232455,41431,1176,3445.668,1.61,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232402,31848,1734.79,2661.349,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232402,31848,1734.79,2661.349,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),華館+残響,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232402,31848,1734.79,2661.349,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),しめ縄+ファントム,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄+ファントム,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+剣闘士,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+残響,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232382,29305,1952.062,1629.25,2.616,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+岩バフ+攻撃%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232337,30774,1982.18,1819.85,2.136,3.293,1.00:2.29,2.29,,0.54:0.51,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232300,28056,1952.062,2184.849,2.816,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+華館,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232269,29113,1772.602,2470.749,2.616,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232249,27681,1952.062,2740.448,2.35,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),232111,25917,1686.86,2740.448,1.79,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),232111,25917,1686.86,2740.448,1.79,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
黎明の神剣,華館4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232041,28790,1372.384,2699.469,1.906,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,攻撃%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,232011,29478,1579.09,2661.349,1.67,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
静水流転の輝き,剣闘士4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,231939,27143,1331.7,2740.448,1.55,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231762,25117,1487.46,1699.199,3.216,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231762,25117,1487.46,1699.199,3.216,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231762,28639,1487.46,1699.199,3.216,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231762,28639,1487.46,1699.199,3.216,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231732,25872,1331.7,3000.997,2.27,2.501644,0.87:1.73,2.00,,0.62:0.35,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231732,30525,1331.7,3000.997,2.27,2.501644,0.87:1.73,2.00,,0.62:0.35,0,0,1.6
狼牙(完凸),ファントム4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,231663,31183,1144,2740.448,1.816,3.128,1.00:2.13,2.13,,0.19:1.23,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+防御%,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),231591,27856,1507.4,2619.797,2.19,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,攻撃%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,231384,29747,1579.09,3216.948,1.67,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,231340,38661,1308,2740.448,2.466,3.0725,1.00:2.07,2.07,,0.43:0.73,0,0,1.6
霧切(完凸),ファントム4,攻撃%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,231320,28698,1772.602,2254.798,2.4,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,フリーナ(フル)+雲菫+鍾離,231313,28439,1308,2578.818,2.09,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,フリーナ(フル)+雲菫+鍾離,231313,28439,1308,2578.818,2.09,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,231182,27709,2531.86,2740.448,1.6,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,231182,27709,2531.86,2740.448,1.6,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
静水流転の輝き,剣闘士4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,231149,27526,1331.7,2740.448,2.016,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),231142,25443,1686.86,2740.448,2.406,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),231142,30059,1686.86,2740.448,2.406,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
シナバースピンドル(完凸),ファントム4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,231125,46163,1088,3398.018,1.816,2.714952,0.93:1.85,2.00,,0.32:0.95,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心ダメージ,フリーナ(フル)+雲菫+鍾離,231029,29647,1176,2769.418,1.61,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心率,フリーナ(フル)+雲菫+鍾離,231029,29647,1176,2769.418,1.61,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),230950,42890,1579.09,3080.669,2.01,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+防御%,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),230925,27658,1507.4,2064.198,2.656,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230908,30860,1579.09,2404.419,2.01,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230908,30860,1579.09,2404.419,2.01,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),しめ縄+剣闘士,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230899,30947,1487.4,2931.048,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),しめ縄+残響,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230899,30947,1487.4,2931.048,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),剣闘士+残響,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230899,30947,1487.4,2931.048,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,230841,40783,1176,3445.668,2.076,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
静水流転の輝き,華館4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230766,31532,1176,3810.667,1.44,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230750,26024,1487.46,2254.798,2.6,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),剣闘士4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230750,26024,1487.46,2254.798,2.6,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230687,28984,1579.09,1889.799,2.386,3.093,1.00:2.09,2.09,,0.44:0.71,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+鍾離,230657,27905,1308,2023.219,2.556,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+鍾離,230657,27905,1308,2023.219,2.556,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
静水流転の輝き,ファントム4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230602,29223,1176,3296.047,1.35,3.293,1.00:2.29,2.29,,0.54:0.51,0,0,1.6
有楽御簾切(効果二倍),しめ縄+ファントム,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230595,29669,1734.79,2375.449,1.67,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+剣闘士,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230595,29669,1734.79,2375.449,1.67,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+残響,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230595,29669,1734.79,2375.449,1.67,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,230585,40358,1308,2699.469,2.556,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,230585,40358,1308,2699.469,2.556,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,230443,31974,2352.4,2578.818,2.09,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,230443,31974,2352.4,2578.818,2.09,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+鍾離,230440,25824,1308,1508.599,2.466,3.1835,1.00:2.18,2.18,,0.49:0.62,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+鍾離,230440,25824,1308,1508.599,2.466,3.1835,1.00:2.18,2.18,,0.18:1.24,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230392,30236,1579.09,1848.82,2.476,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230392,30236,1579.09,1848.82,2.476,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
霧切(完凸),ファントム4,攻撃%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230384,28175,1772.602,1699.199,2.4,3.1835,1.00:2.18,2.18,,0.49:0.62,0,0,1.6
霧切(完凸),ファントム4,攻撃%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,230384,28175,1772.602,1699.199,2.4,3.1835,1.00:2.18,2.18,,0.18:1.24,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+攻撃%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,230368,32550,1982.18,2890.069,1.76,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),230367,39239,1176,3121.648,1.92,3.604,1.00:2.60,2.60,,0.70:0.20,0,0,1.6
