武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,雷バフ,バフ落下,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),88188,3806.255,2142.267,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),88188,3806.255,2142.267,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),88188,3806.255,2142.267,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88181,3666.055,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88181,3666.055,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88181,3666.055,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88181,3666.055,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),88150,4355.919,2608.084,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),88150,4355.919,2608.084,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88114,4385.529,2831.804,1.58,1.05,0,0.53,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88114,4385.529,2831.804,1.58,0.3,0,1.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88114,4385.529,2831.804,1.58,0.3,0,1.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88084,5016.262,3039.544,1.33,1.05,0,0.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88012,4905.719,2608.084,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),88012,4905.719,2608.084,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87953,4089.539,2608.084,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87953,4089.539,2608.084,2.08,0.8,0,1.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87953,4089.539,2608.084,2.08,0.8,0,1.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+防御%,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87848,3336.994,1970.334,2.68,1.4,0,1.28,0.72:1.44,2.00,,0.33:0.94,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87832,3772.53,1504.517,2.53,1.25,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87832,3772.53,1504.517,2.53,1.25,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
葦海の標(2),ファントム4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87801,4507.139,2608.084,1.33,1.05,0,0.28,1.00:2.36,2.36,,0.07:1.46,0,0,1.6
葦海の標(2),ファントム4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87801,4507.139,2608.084,1.33,1.05,0,0.28,1.00:2.36,2.36,,0.38:0.84,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),87644,4599.539,2608.084,1.77,0.49,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),87644,4599.539,2608.084,1.77,0.49,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87599,4935.193,3297.621,1.58,0.3,0,1.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87592,4344.987,2797.447,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
裁断,ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87543,3876.875,2142.267,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87510,4229.875,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87510,4229.875,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87445,4426.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87445,4426.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),87403,5081.793,3297.621,1.77,0.49,0,1.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87323,4629.611,2142.267,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87321,4629.611,2142.267,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87301,3939.611,2142.267,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87299,3939.611,2142.267,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87295,4353.195,2608.084,1.9,0.3,0,1.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87208,5034.987,2797.447,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館+剣闘士,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87153,4934.101,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87153,4934.101,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館+残響,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87153,4934.101,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+残響,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87153,4934.101,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87149,4489.275,2608.084,1.65,1.05,0,0.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87087,4935.193,3297.621,1.33,1.05,0,0.28,1.00:2.16,2.16,,0.61:0.38,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87085,3772.53,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87085,3772.53,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87080,5148.326,3505.361,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
末路(R2、30%以下),残響4,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87050,4377.749,2142.267,1.33,1.05,0,0.28,0.84:1.67,2.00,,0.41:0.77,0,0,1.6
末路(R2、30%以下),残響4,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),87050,4377.749,2142.267,1.33,1.05,0,0.28,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87043,3539.875,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,87043,3539.875,2142.267,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86986,5116.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,長き夜の誓い4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86986,5116.539,2608.084,1.58,0.3,0,1.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86938,5200.919,2608.084,1.08,0.8,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86905,5043.195,2608.084,1.9,0.3,0,1.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86868,3336.994,1970.334,1.68,1.4,0,0.28,1.00:2.11,2.11,,0.31:0.99,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86860,3083.32,1728.237,1.18,0.9,0,0.28,1.00:2.27,2.27,,0.36:0.89,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86860,3083.32,1728.237,1.18,0.9,0,0.28,1.00:2.27,2.27,,0.67:0.27,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,1.05,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,1.05,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,0.3,0,1.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,0.3,0,1.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,0.3,0,1.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86811,4507.139,2608.084,1.58,0.3,0,1.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86794,4959.405,2365.987,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86794,4959.405,2365.987,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),剣闘士+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86792,4489.275,2608.084,1.9,1.05,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86792,4489.275,2608.084,1.9,1.05,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),剣闘士+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86790,4489.275,2608.084,1.9,1.05,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86790,4489.275,2608.084,1.9,1.05,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86773,4090.811,2142.267,1.09,0.49,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86771,4090.811,2142.267,1.09,0.49,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86700,4074.92,1728.237,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86696,5625.193,3297.621,1.58,0.3,0,1.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86672,3336.994,1970.334,1.68,1.4,0,0.28,1.00:2.10,2.10,,0.00:1.60,0,0,1.6
実りの鈎鉈(5),ファントム+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86662,3939.611,2142.267,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),ファントム+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86662,3939.611,2142.267,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),剣闘士4,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86662,3939.611,2142.267,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),ファントム+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86661,3939.611,2142.267,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),ファントム+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86661,3939.611,2142.267,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86661,3939.611,2142.267,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86619,3680.075,2142.267,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),86619,3680.075,2142.267,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86570,4074.92,1728.237,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86560,4047.186,1504.517,1.75,0.15,0,1.6,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86560,4047.186,1504.517,1.75,0.15,0,1.6,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86455,4233.929,2142.267,1.58,0.3,0,1.28,0.84:1.67,2.00,,0.41:0.77,0,0,1.6
末路(R2、30%以下),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,86455,4233.929,2142.267,1.58,0.3,0,1.28,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86438,5471.398,2573.727,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),86438,5471.398,2573.727,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
