武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,倍率,加算,バフ合計,バフ共通,雷バフ,バフ落下,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),126193,2319.4,7.32,6400,1.946,0.15,1.266,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+フリーナ(フル),125827,3279.36,7.32,0,2.416,0.9,1.266,0.25,0,Hydro:1、Electro:2、Geo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2色以上)+フリーナ(フル)+万葉(翠緑4),125694,2589.36,7.32,0,2.066,1.2,0.866,0,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.25,0.48:0.63,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),125618,2589.36,7.32,6400,2.046,0.3,0.466,1.28,0,Electro:1、Anemo:2、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125571,3279.36,7.32,6400,1.83,0.9,0.4,0.53,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼以外、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125557,2589.36,7.32,6400,1.646,0.9,0.466,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125449,2799.38,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125449,2799.38,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,防御%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125434,2319.4,7.32,6400,1.946,0.15,1.266,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,HP%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125434,2319.4,7.32,6400,1.946,0.15,1.266,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125434,2319.4,7.32,6400,1.946,0.15,1.266,0.53,0,Electro:2、Geo:1、Anemo:1、,187,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),125434,2319.4,7.32,6400,1.946,0.15,1.266,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+防御%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),125312,2799.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+HP%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),125312,2799.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+元素熟知,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),125312,2799.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,187,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+治癒効果,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),125312,2799.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),125312,2799.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+フリーナ(フル),125114,2799.38,7.32,0,2.416,0.9,1.266,0.25,0,Hydro:1、Electro:2、Geo:1、,0,1.00:2.16,0.53:0.54,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+防御%,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124895,2109.38,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+HP%,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124895,2109.38,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+元素熟知,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124895,2109.38,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,187,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+治癒効果,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124895,2109.38,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,元チャ+雷バフ+攻撃%,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124895,2109.38,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124816,3279.36,7.32,6400,1.83,0.9,0.4,0.53,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124694,2799.38,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124694,2799.38,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2色以上)+フリーナ(フル)+万葉(翠緑4),124672,2589.36,7.32,0,2.05,1.05,0,1,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+フリーナ(フル),124567,3759.34,7.32,0,1.95,0.9,0.8,0.25,0,Hydro:1、Electro:2、Geo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+防御%,シロネン(灰燼4、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124508,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+HP%,シロネン(灰燼4、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124508,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+元素熟知,シロネン(灰燼4、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124508,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+治癒効果,シロネン(灰燼4、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124508,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,元チャ+雷バフ+攻撃%,シロネン(灰燼4、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),124508,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+防御%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124486,2799.38,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+HP%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124486,2799.38,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+元素熟知,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124486,2799.38,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,187,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+治癒効果,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124486,2799.38,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124486,2799.38,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),124445,3279.36,7.32,0,1.85,1.2,0.4,0.25,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.16,0.53:0.54,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),124306,3279.36,7.32,0,2.316,1.2,0.866,0.25,0,Hydro:1、Electro:2、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼4、2色以上)+万葉(翠緑4),124249,3759.34,7.32,0,1.5,0.45,0.8,0.25,0,Electro:2、Geo:1、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,防御%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124067,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,HP%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124067,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124067,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,187,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124067,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),124053,2109.38,7.32,6400,2.046,0.3,0.466,1.28,0,Electro:1、Anemo:2、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,防御%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),123977,2319.4,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,HP%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),123977,2319.4,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),123977,2319.4,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,187,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),123977,2319.4,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+攻撃%,シロネン(灰燼以外、2色以上)+フリーナ(フル)+万葉(翠緑4),123762,3069.34,7.32,0,2.05,1.05,0,1,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.93:1.85,0.68:0.23,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),123724,3279.36,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),123724,3279.36,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+万葉(翠緑4),123601,2799.38,7.32,0,2.316,1.2,0.866,0.25,0,Hydro:1、Electro:2、Anemo:1、,0,1.00:2.16,0.53:0.54,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼以外、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),123601,3759.34,7.32,6400,1.28,0,0,1.28,0,Electro:2、Geo:1、Anemo:1、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+防御%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+HP%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+元素熟知,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,187,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+治癒効果,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+炎バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+水バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+氷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+岩バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+風バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+草バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+物理バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,元チャ+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123352,3279.36,7.32,6400,1.13,0.45,0.4,0.28,0,Electro:2、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,防御%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123321,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,HP%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123321,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123321,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,187,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123321,2319.4,7.32,6400,1.846,0.45,0.866,0.53,0,Electro:2、Anemo:2、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123307,2109.38,7.32,6400,2.046,0.3,0.466,1.28,0,Electro:1、Anemo:2、,0,1.00:2.22,0.50:0.60,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑以外),123211,2589.36,7.32,6400,2.33,1.05,0,1.28,0,Hydro:1、Electro:1、Anemo:2、,0,1.00:2.24,0.80:0.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑以外),123184,2589.36,7.32,6400,1.596,0.45,0.866,0.28,0,Electro:1、Geo:1、Anemo:2、,0,1.00:2.31,0.45:0.69,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123039,2799.38,7.32,6400,1.196,0.45,0.466,0.28,0,Electro:2、Anemo:2、,0,1.00:2.62,0.30:1.00,1.6
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),123039,2799.38,7.32,6400,1.196,0.45,0.466,0.28,0,Electro:2、Anemo:2、,0,1.00:2.62,0.61:0.38,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+防御%,シロネン(灰燼以外、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),122785,2589.36,7.32,6400,2.03,0.75,0,1.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.96:1.91,0.65:0.29,1.6
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+HP%,シロネン(灰燼以外、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),122785,2589.36,7.32,6400,2.03,0.75,0,1.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.96:1.91,0.65:0.29,1.6
