武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ通常,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),88153.32,1825.394,1301.5,2.704,0.7,1.454,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),88094.91,3503.038,1301.5,1.438,0.3,0.588,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+辰砂,攻撃%+水バフ+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),88092.35,2152.634,1301.5,2.004,0.3,1.154,0.55,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弓蔵(R5),水仙の夢4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,88033.09,3422.745,1301.5,2.088,0.15,0.988,0.95,0,Pyro:1、Hydro:1、Geo:2、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),水仙の夢4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,88029.8,3422.745,1301.5,2.088,0.15,0.988,0.95,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+水バフ+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),87994.2,1825.394,1301.5,2.304,0.3,1.304,0.7,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+水バフ+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),87994.2,1825.394,1301.5,2.304,0.3,1.304,0.7,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),87994.2,1825.394,1301.5,2.304,0.3,1.454,0.55,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,辰砂4,攻撃%+水バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,87992,3452.134,1301.5,2.054,0.75,0.7539999,0.55,0,Pyro:1、Hydro:2、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,沈淪4,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,87973.32,1825.394,1301.5,2.654,0.9,0.904,0.85,0,Hydro:2、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87964.44,3079.444,1301.5,2.404,0.4,1.304,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87964.44,3079.444,1301.5,2.404,0.4,1.304,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87964.44,3079.444,1301.5,2.404,0.4,1.454,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心率,マーヴィカ(灰燼以外、戦意200時)+雲菫+万葉(翠緑4),87940.55,2412.608,1301.5,2.038,0.7,0.288,1.05,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+辰砂,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87897.61,3179.434,1301.5,1.604,0.3,0.7539999,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
弓蔵(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,87879.91,3219.995,1301.5,2.138,0.75,0.288,1.1,0,Pyro:1、Hydro:2、Geo:1、,0,0.74:1.47,0.33:0.35,1
弓蔵(R5),ファントム4,攻撃%+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,87879.91,3219.995,1301.5,2.138,0.75,0.288,1.1,0,Pyro:1、Hydro:2、Geo:1、,0,0.74:1.47,0.01:0.97,1
天空弓,水仙の夢4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87874.61,1984.1,1301.5,2.504,0.9,1.454,0.15,0,Hydro:2、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,水仙の夢4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87874.61,1984.1,1301.5,2.504,0.9,1.454,0.15,0,Hydro:2、Geo:2、,0,0.72:1.43,0.13:0.73,1
飛雷の鳴弦,辰砂4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87854.59,3272.522,1301.5,2.138,0.9,0.688,0.55,0,Hydro:2、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,87848.91,2476.238,1301.5,2.038,0.9,0.588,0.55,0,Hydro:2、Geo:2、,0,0.72:1.44,0.36:0.28,1
破魔の弓(R5、2倍),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87846.91,2965.735,1301.5,2.344,0.3,0.7539999,1.29,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.56:1.11,0.19:0.61,1
破魔の弓(R5、2倍),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87843.62,2965.735,1301.5,2.344,0.3,0.7539999,1.29,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+鍾離,87796.59,3015.814,1301.5,1.954,0.15,0.7539999,1.05,-0.2,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心率,雲菫+鍾離+万葉(翠緑4),87721.56,2412.608,1301.5,1.788,0.45,0.288,1.05,-0.2,Hydro:1、Geo:2、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,87695.83,2052.644,1301.5,2.504,0.9,1.054,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
破魔の弓(R5、2倍),ファントム4,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87640.04,2185.665,1301.5,2.994,0.9,1.154,0.9399999,0,Hydro:2、Geo:2、,0,0.58:1.16,0.17:0.66,1
天空弓,しめ縄4,攻撃%+水バフ+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87632.47,1915.85,1301.5,2.504,0.7,1.154,0.65,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.43,0.45:0.11,1
天空弓,しめ縄4,攻撃%+水バフ+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87632.47,1915.85,1301.5,2.504,0.7,1.154,0.65,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.43,0.13:0.73,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87626.65,1980.849,1301.5,3.304,0.7,1.154,1.45,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87623.37,1980.849,1301.5,3.304,0.7,1.154,1.45,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,マーヴィカ(灰燼以外、戦意200時)+雲菫+万葉(翠緑4),87608.7,1989.014,1301.5,2.504,0.7,0.7539999,1.05,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+攻撃%,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87595.54,2476.238,1301.5,2.704,0.7,1.454,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87587.25,2672.582,1301.5,2.588,0.9,0.838,0.85,0,Hydro:2、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,ファントム4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),87576.51,2852.194,0,2.454,0.75,1.154,0.55,0,Pyro:1、Hydro:2、Cryo:1、,0,0.90:1.80,0.49:0.02,1
飛雷の鳴弦,ファントム4,攻撃%+水バフ+会心率,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),87576.51,2852.194,0,2.454,0.75,1.154,0.55,0,Pyro:1、Hydro:2、Cryo:1、,0,0.90:1.80,0.18:0.64,1
弓蔵(R5),水仙の夢4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87543.56,2037.619,1301.5,3.304,0.9,1.454,0.95,0,Hydro:2、Geo:2、,0,0.56:1.11,0.19:0.61,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87540.38,2365.13,1301.5,2.404,0,1.154,1.25,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87540.38,2365.13,1301.5,2.404,0,1.154,1.25,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.71:1.42,0.04:0.92,1
弓蔵(R5),水仙の夢4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87540.29,2037.619,1301.5,3.304,0.9,1.454,0.95,0,Hydro:2、Geo:2、,0,0.55:1.12,0.50:0.00,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87487.44,2528.88,1301.5,2.804,0.4,1.154,1.25,0,Pyro:2、Hydro:1、Geo:1、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87487.44,2528.88,1301.5,2.804,0.4,1.154,1.25,0,Pyro:2、Hydro:1、Geo:1、,0,0.71:1.42,0.04:0.92,1
弾弓(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,87470.03,2552.46,1301.5,1.938,0.75,0.288,0.9,0,Pyro:1、Hydro:2、Geo:1、,0,0.89:1.78,0.17:0.66,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+会心ダメージ,シトラリ(灰燼4)+雲菫+万葉(翠緑4),87411.66,2248.988,1301.5,1.988,0.3,0.838,0.85,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
弾弓(R5),水仙の夢4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87359.24,2716.21,1301.5,1.888,0.15,0.988,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),水仙の夢4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87359.24,2716.21,1301.5,1.888,0.15,0.988,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
弾弓(R5),しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87356.05,1694.36,1301.5,2.838,0.9,0.688,1.25,0,Hydro:2、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),しめ縄4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87356.05,1694.36,1301.5,2.838,0.9,0.688,1.25,0,Hydro:2、Geo:2、,0,0.71:1.42,0.04:0.92,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87337.46,2852.194,1301.5,1.754,0.15,0.904,0.7,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87337.46,2852.194,1301.5,1.754,0.15,0.904,0.7,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87337.45,2852.194,1301.5,1.754,0.15,1.054,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.154,0.7,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.304,0.55,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.304,0.55,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.154,0.7,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.304,0.55,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+水バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87328.37,3015.814,1301.5,1.854,0,1.304,0.55,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87325.09,3503.038,1301.5,2.088,0.4,0.838,0.85,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87291.03,2365.13,1301.5,2.154,0.15,0.7539999,1.25,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),しめ縄4,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87291.03,2365.13,1301.5,2.154,0.15,0.7539999,1.25,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
破魔の弓(R5、2倍),しめ縄4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87233.29,3317.565,1301.5,2.128,0.15,0.688,1.29,0,Pyro:1、Hydro:1、Geo:2、,0,0.56:1.11,0.19:0.61,1
破魔の弓(R5、2倍),しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87230.02,3317.565,1301.5,2.128,0.15,0.688,1.29,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.12,0.50:0.00,1
弓蔵(R5),しめ縄+辰砂,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87225.32,3134.029,1301.5,2.254,0.15,1.154,0.95,0,Pyro:1、Hydro:1、Geo:2、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄+辰砂,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87222.06,3134.029,1301.5,2.254,0.15,1.154,0.95,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87194.39,3439.408,1301.5,1.488,0.15,0.288,1.05,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+万葉(翠緑4),87192.46,3730.288,0,2.088,0.7,0.988,0.4,0,Pyro:2、Hydro:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弾弓(R5),しめ縄+辰砂,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87162.02,2483.03,1301.5,2.054,0.15,1.154,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),しめ縄+辰砂,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87162.02,2483.03,1301.5,2.054,0.15,1.154,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.154,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.154,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87151.75,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+攻撃%+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87147.2,2248.988,1301.5,2.238,0.7,0.838,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+攻撃%+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87147.2,2248.988,1301.5,2.238,0.7,0.838,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+攻撃%+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),87147.2,2248.988,1301.5,2.238,0.7,0.988,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
弾弓(R5),ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,87144.87,1881.69,1301.5,2.488,0.9,0.688,0.9,0,Hydro:2、Geo:2、,0,0.74:1.47,0.01:0.97,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+攻撃%,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,87125.83,3666.658,1301.5,2.604,0.4,1.154,1.05,0,Pyro:2、Hydro:1、Geo:1、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,ファントム4,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),87119.41,3275.788,0,2.454,0.75,1.154,0.55,0,Pyro:1、Hydro:2、Geo:1、,0,0.75:1.49,0.34:0.33,1
弓蔵(R5),しめ縄4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87105.52,3365.975,1301.5,2.038,0.3,0.288,1.45,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87102.27,3365.975,1301.5,2.038,0.3,0.288,1.45,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.154,0.7,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.304,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.304,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.154,0.7,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.304,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87099.41,3439.408,1301.5,2.004,0.15,1.304,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,87078.58,3275.788,1301.5,1.688,0,0.838,0.85,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,沈淪4,攻撃%+水バフ+攻撃%,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),87076.84,3275.788,1301.5,2.054,0.3,0.904,0.85,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+会心率,雲菫+鍾離+万葉(翠緑4),87046.16,2052.644,1301.5,2.054,0.45,1.054,0.55,-0.2,Hydro:1、Geo:2、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87018.61,2988.049,1301.5,2.354,0.15,0.7539999,1.45,0,Pyro:1、Hydro:1、Geo:2、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,87015.35,2988.049,1301.5,2.354,0.15,0.7539999,1.45,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.12,0.50:0.00,1
