武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,花,羽,時計,杯,冠,サブステ,サブHP%,サブHP,スコア
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63833,4627,40485,2.096,3.250638,67,1.915298,0.81:2.78,c+d+a+b+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.32:0.61,0.28,1553,1.252
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63829,4553,38602,2.096,3.303496,21,1.786576,0.83:2.78,a+c+a++c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.34:0.61,0.18,1225,1.348
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63825,4309,35502,2.066,2.99479,84,1.735849,0.69:2.89,b+c+a+c+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),沈淪(crit_dmg:18.7+atk_rate:5.8+elemental_mastery:37),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.28:0.72,0.175,2091,1.399
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63824,4270,35600,2.066,3.022068,44,1.626962,0.71:2.84,a+d+a++c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.30:0.67,0.285,478,1.274
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63811,4434,35424,2.446,3.046898,60,1.896233,1.00:2.05,d+b++b+a,しめ縄(crit_rate:15.6+crit_dmg:7.8+atk:14+hp_rate:4.1),しめ縄(crit_rate:6.2+crit_dmg:19.4+elemental_mastery:16),黒曜(crit_rate:19.5+crit_dmg:12.4+atk:19+energy_recharge:4.5),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:10.9+atk_rate:5.3+atk:33+energy_recharge:15.5),0.56:0.51,0.041,209,1.672
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63797,4655,38826,2.096,3.22976,21,1.786576,0.83:2.68,a+b+a+e+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.34:0.51,0.204,1076,1.371
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63796,4638,39655,2.096,3.241534,0,1.725,0.85:2.63,a+c+a++b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),残響(crit_rate:6.2+atk_rate:5.3+energy_recharge:16.2),ファントム(atk:16+hp:866+hp_rate:9.9),0.36:0.47,0.192,2091,1.299
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63796,4383,35973,2.066,2.942468,44,1.626962,0.67:2.88,a+d+a+e+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.26:0.71,0.309,478,1.359
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63795,4742,41419,1.6,3.207292,108,1.798409,0.84:2.63,b+b+a+p+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),深林(crit_rate:10.5+crit_dmg:7.8+elemental_mastery:61),ファントム(atk:16+hp:866+hp_rate:9.9),0.43:0.47,0.09899999,1942,1.38
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63790,5016,43169,1.956,3.138864,100,1.777778,0.79:2.70,a+a+a++a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.54,0.466,1344,1.339
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63775,4179,32801,2.066,3.085048,112,1.808642,0.76:2.76,b+d+a++c,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.35:0.59,0.105,478,1.428
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63770,4781,40350,1.6,3.17958,68,1.693006,0.83:2.63,b+a+a+o+c,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.42:0.46,0.111,687,1.438
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63766,4432,36388,2.066,2.908452,44,1.626962,0.69:2.78,c+d+a++a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.28:0.61,0.28,1344,1.312
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63763,5129,43542,1.956,3.068,100,1.777778,0.75:2.75,a+a+a+e+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.34:0.58,0.49,1344,1.424
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+鍾離,63755,4608,39879,1.916,3.180268,0,1.5,0.85:2.56,a+a+a+d+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.44:0.39,0.466,1942,1.315
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼4、戦意200時),63749,4708,38751,2.166,3.120558,0,1.5,0.85:2.49,a+b+a+d+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.44:0.32,0.355,2540,1.262
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63742,4716,39390,2.096,3.185128,21,1.786576,0.80:2.73,c+c+a++a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.31:0.56,0.175,2091,1.386
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63736,4622,40447,2.096,3.249244,70,1.923413,0.77:2.91,b+d+a++b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.28:0.74,0.291,1344,1.306
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63735,4911,41703,1.6,3.093952,44,1.626962,0.78:2.69,a+d+a+r+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),千岩(crit_rate:10.5+atk_rate:18.7+atk:16+hp:209),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.37:0.52,0.198,687,1.445
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼4、戦意200時),63730,5170,44495,1.7,3.33051,0,1.5,0.85:2.76,a+c+a+n+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.44:0.59,0.268,2390,1.518
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63728,4972,42470,1.956,3.163707,100,1.777778,0.77:2.82,a+c+a+a+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.36:0.65,0.373,2091,1.425
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63727,4429,38021,2.066,2.909067,23,1.567346,0.64:2.97,c+d+a+a+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.23:0.80,0.385,1344,1.267
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63724,4726,41192,2.096,3.17752,0,1.725,0.84:2.58,c+b+a+d+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.35:0.41,0.262,2540,1.178
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63717,4346,36653,2.066,2.964196,0,1.5,0.70:2.80,c+a+a++b,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.29:0.63,0.297,1344,1.255
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63716,4945,40634,1.956,3.180268,121,1.83147,0.85:2.56,a+a+a++b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:16+hp:866+hp_rate:9.9),0.44:0.39,0.303,1344,1.461
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63711,4159,30899,2.416,2.77984,60,1.671233,0.82:2.16,b+b++b+a,しめ縄(crit_rate:6.2+crit_dmg:18.7+atk_rate:9.9+atk:33),しめ縄(crit_rate:6.2+crit_dmg:19.4+elemental_mastery:16),黒曜(crit_rate:19.5+crit_dmg:12.4+atk:19+energy_recharge:4.5),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:10.9+atk_rate:5.3+atk:33+energy_recharge:15.5),0.46:0.61,0,209,1.692
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63705,4736,40821,2.096,3.16972,70,1.923413,0.74:2.95,b+d+a+e+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:16+hp:866+hp_rate:9.9),0.25:0.78,0.315,1344,1.391
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63701,5301,47111,1.63,3.333724,0,1.725,0.89:2.63,a+c+a+o+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:16+hp:866+hp_rate:9.9),0.40:0.47,0.192,2300,1.415
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63697,5095,45475,1.63,3.468058,82,1.955544,0.94:2.63,a+a+a+p+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),深林(crit_rate:10.5+crit_dmg:7.8+elemental_mastery:61),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.45:0.47,0.204,478,1.401
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63691,4618,39390,2.096,3.249728,47,1.860337,0.83:2.70,b+c+a++a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),残響(crit_rate:6.2+atk_rate:5.3+energy_recharge:16.2),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.34:0.54,0.175,2091,1.331
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63687,4905,43934,1.6,3.095226,23,1.567346,0.72:2.91,c+d+a+n+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.31:0.74,0.28,1643,1.36
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63677,4477,35056,2.446,3.01123,44,1.851962,0.96:2.11,b+a++b+b,しめ縄(crit_rate:6.2+crit_dmg:18.7+atk_rate:9.9+atk:33),しめ縄(crit_rate:11.3+crit_dmg:11.7+hp:269),黒曜(crit_rate:19.5+crit_dmg:12.4+atk:19+energy_recharge:4.5),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:13.2+atk:54+def_rate:12.4),0.51:0.56,0,478,1.687
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63671,5281,46846,1.63,3.344368,47,1.860337,0.87:2.70,b+c+a+o+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.54,0.175,2300,1.447
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63670,4145,32074,2.416,2.787368,44,1.626962,0.84:2.14,d+a+b+b+a,しめ縄(crit_rate:15.6+crit_dmg:7.8+atk:14+hp_rate:4.1),しめ縄(crit_rate:11.3+crit_dmg:11.7+hp:269),金メッキ(crit_rate:6.2+crit_dmg:28.8+hp:269),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:10.9+atk_rate:5.3+atk:33+energy_recharge:15.5),0.48:0.59,0.041,747,1.595
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63663,5325,48622,1.63,3.31667,0,1.725,0.89:2.60,a+b+a+m+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:5.8+crit_dmg:11.7+hp:687),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.40:0.44,0.268,2629,1.293
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63663,4925,40370,1.956,3.190084,168,1.946429,0.83:2.63,b+a+a++a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.42:0.46,0.286,1344,1.493
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63653,4142,31805,2.416,2.788444,65,1.684869,0.91:1.97,d+a++b+a,しめ縄(crit_rate:15.6+crit_dmg:7.8+atk:14+hp_rate:4.1),しめ縄(crit_rate:11.3+crit_dmg:11.7+hp:269),楽団(crit_rate:13.2+crit_dmg:12.4+atk:19+elemental_mastery:21),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:10.9+atk_rate:5.3+atk:33+energy_recharge:15.5),0.55:0.43,0.041,478,1.571
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63650,5035,43938,1.6,3.014,0,1.5,0.76:2.65,c+a+a+o+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.35:0.48,0.286,1553,1.322
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63649,4459,37026,2.066,2.885572,0,1.5,0.66:2.84,c+a+a+e+b,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:16+hp:866+hp_rate:9.9),0.25:0.68,0.321,1344,1.34
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),63644,4175,34380,2.066,3.08206,44,1.626962,0.81:2.58,c+b+a+b+b,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:16+hp:866+hp_rate:9.9),0.40:0.41,0.09899999,2151,1.264
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼4、戦意200時),63642,4724,39467,2.166,3.1045,23,1.567346,0.73:2.88,a+d+a+a+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.32:0.71,0.478,1344,1.351
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼4、戦意200時),63636,4547,36933,2.166,3.225083,47,1.635337,0.79:2.81,b+a+a+a+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:16+hp:866+hp_rate:9.9),0.38:0.65,0.315,1344,1.448
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),63622,4371,34787,2.446,3.08184,104,2.013121,0.98:2.12,a+b++b+b,しめ縄(crit_rate:14+crit_dmg:12.4+atk:19+elemental_mastery:44),しめ縄(crit_rate:6.2+crit_dmg:19.4+elemental_mastery:16),黒曜(crit_rate:19.5+crit_dmg:12.4+atk:19+energy_recharge:4.5),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),しめ縄(crit_dmg:13.2+atk:54+def_rate:12.4),0.54:0.57,0,209,1.656
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),63618,5515,49362,1.49,3.37984,100,1.777778,0.89:2.68,a+a+a+n+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.48:0.51,0.379,1643,1.509
