武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
腐植の剣(R5),華館4,防御%+防御%+防御%,,9486,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館+劇団,防御%+防御%+防御%,鍾離,9445,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+元素熟知+会心ダメージ,,9436,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+元素熟知+会心率,,9436,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+防御%+防御%,,9434,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+元素熟知+防御%,,9428,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+元素熟知,鍾離,9423,1072,18006,0.438,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,9390,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+会心率,鍾離,9390,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+元素熟知,鍾離,9388,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+元素熟知,鍾離,9381,963,18006,0.438,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+元素熟知,鍾離,9335,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+岩バフ+元素熟知,,9325,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+防御%,鍾離,9313,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+元素熟知+防御%,,9296,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+元素熟知,鍾離,9290,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+会心ダメージ,鍾離,9254,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+会心率,鍾離,9254,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館+劇団,防御%+防御%+会心ダメージ,,9214,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,防御%+防御%+会心率,,9214,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
磐岩結緑,華館+劇団,防御%+防御%+防御%,,9178,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館+劇団,防御%+岩バフ+会心ダメージ,,9167,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,防御%+岩バフ+会心率,,9167,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+元素熟知,鍾離,9121,963,18006,0.438,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+会心ダメージ,鍾離,9099,1072,18006,0.438,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+会心率,鍾離,9099,1072,18006,0.438,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+防御%,,9098,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,,9037,1072,18006,0.288,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),防御%+元素熟知+会心率,,9037,1072,18006,0.288,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
シナバースピンドル(R5),劇団4(控え),防御%+元素熟知+元素熟知,,8997,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+防御%+防御%,,8992,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+岩バフ+元素熟知,,8972,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+防御%+防御%,,8965,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+元素熟知,鍾離,8961,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+防御%,,8944,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+防御%,,8936,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+元素熟知,鍾離,8909,1104,20651.2,0.438,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+防御%+会心ダメージ,,8905,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+防御%+会心率,,8905,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,鍾離,8847,1072,18006,0.438,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+会心率,鍾離,8847,1072,18006,0.438,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+防御%+防御%,,8841,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+防御%+会心ダメージ,,8824,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+防御%+会心率,,8824,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),華館4,防御%+岩バフ+元素熟知,,8725,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),劇団4(控え),防御%+岩バフ+元素熟知,,8719,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+防御%,,8705,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+防御%,鍾離,8697,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,,8688,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+会心率,,8688,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+元素熟知,鍾離,8662,1104,20651.2,0.438,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+防御%,,8661,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+防御%,,8640,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+元素熟知,鍾離,8616,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+会心ダメージ,,8548,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+会心率,,8548,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+防御%,鍾離,8537,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
狼牙(R5),華館+劇団,防御%+岩バフ+元素熟知,,8535,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+防御%,,8522,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+会心ダメージ,,8505,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+会心率,,8505,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+会心ダメージ,,8470,1072,18006,0.288,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+会心率,,8470,1072,18006,0.288,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+会心ダメージ,,8462,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+会心率,,8462,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+元素熟知,鍾離,8459,1072,18006,0.438,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+元素熟知,鍾離,8370,963,18006,0.438,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館4,防御%+岩バフ+元素熟知,鍾離,8353,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館4,防御%+元素熟知+元素熟知,,8348,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,防御%+元素熟知+防御%,鍾離,8332,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+岩バフ+元素熟知,,8326,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+元素熟知,鍾離,8318,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,華館4,防御%+岩バフ+元素熟知,,8285,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+会心ダメージ,,8283,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+会心率,,8283,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+会心ダメージ,,8265,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+会心率,,8265,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,,8238,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+会心率,,8238,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+岩バフ+元素熟知,,8169,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+防御%,,8154,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,防御%+元素熟知+会心ダメージ,鍾離,8127,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+元素熟知+会心率,鍾離,8127,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,8119,1072,18006,0.438,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+会心率,鍾離,8119,1072,18006,0.438,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+防御%,,8093,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+防御%,,8066,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+防御%,,8046,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+防御%,,7971,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+元素熟知,鍾離,7949,1104,20651.2,0.438,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+会心ダメージ,,7944,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+会心率,,7944,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+防御%,,7932,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,,7924,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+会心率,,7924,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+元素熟知,鍾離,7917,1072,18006,0.438,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+会心ダメージ,鍾離,7902,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+会心率,鍾離,7902,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+会心ダメージ,,7882,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+会心率,,7882,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+会心ダメージ,,7880,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+会心率,,7880,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+会心ダメージ,,7837,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+会心率,,7837,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+防御%,,7817,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+防御%,,7804,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+防御%,,7789,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+岩バフ+元素熟知,,7777,963,18006,0.288,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,劇団4(控え),防御%+岩バフ+元素熟知,,7758,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館4,防御%+岩バフ+防御%,,7749,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+元素熟知,鍾離,7710,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+元素熟知+元素熟知,,7686,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+防御%,,7678,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館4,防御%+岩バフ+元素熟知,,7667,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館4,防御%+元素熟知+元素熟知,,7652,1072,18006,0.288,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+防御%,鍾離,7639,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+会心ダメージ,,7625,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+会心率,,7625,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+元素熟知+元素熟知,,7589,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+会心ダメージ,,7581,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+会心率,,7581,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
西風剣,華館4,防御%+岩バフ+会心ダメージ,,7558,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+岩バフ+会心率,,7558,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+会心ダメージ,,7543,1072,18006,0.288,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+会心率,,7543,1072,18006,0.288,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+元素熟知,鍾離,7540,1072,18006,0.438,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+防御%,,7527,1072,18006,0.288,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+元素熟知,鍾離,7443,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+防御%,,7423,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+会心ダメージ,,7395,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+会心率,,7395,963,18006,0.288,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
磐岩結緑,華館+劇団,防御%+岩バフ+元素熟知,,7385,1104,20651.2,0.288,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館4,防御%+防御%+会心ダメージ,,7383,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+防御%+会心率,,7383,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+元素熟知,鍾離,7306,1072,18006,0.438,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
狼牙(R5),劇団4(控え),防御%+元素熟知+元素熟知,,7280,1072,18006,0.288,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,,7254,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+会心率,,7254,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,7252,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+会心率,鍾離,7252,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館4,防御%+防御%+防御%,,7217,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+防御%,,7151,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+元素熟知,鍾離,7103,1072,18006,0.438,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+防御%,,7097,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+防御%,,7085,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+会心ダメージ,,7077,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+会心率,,7077,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+会心ダメージ,,7035,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+会心率,,7035,1104,20651.2,0.288,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+元素熟知,,6977,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+元素熟知,,6875,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+元素熟知,,6830,1072,18006,0.288,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+元素熟知,,6823,1072,18006,0.288,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+会心ダメージ,,6799,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+会心率,,6799,1072,18006,0.288,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+元素熟知,,6795,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,防御%+防御%+会心ダメージ,,6772,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+防御%+会心率,,6772,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+会心ダメージ,,6738,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+会心率,,6738,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館+劇団,防御%+防御%+防御%,,6734,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+元素熟知,,6686,963,18006,0.288,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+元素熟知,,6649,963,18006,0.288,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+防御%,,6636,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館4,防御%+元素熟知+元素熟知,鍾離,6537,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+元素熟知,鍾離,6519,1072,18006,0.438,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
