武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,防御力,HP,バフ,加算,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,鍾離,7152,1138.8,18006,1.154,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+会心率,鍾離,7152,1138.8,18006,1.154,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+防御%+防御%,,7151,2160.216,18006,0.858,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,7139,876,18006,1.188,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+会心率,鍾離,7139,876,18006,1.188,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+防御%,鍾離,7103,1386.708,18006,1.188,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+防御%+防御%,,7085,1897.416,18006,1.038,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,華館+劇団,元チャ+防御%+会心ダメージ,,7035,1649.508,20651.2,0.538,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,元チャ+防御%+会心率,,7035,1649.508,20651.2,0.538,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+元素熟知,鍾離,7003,1138.8,20651.2,1.154,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,6989,876,18006,1.654,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+防御%,,6977,1386.708,18006,1.824,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+元素熟知+会心ダメージ,,6957,2233.8,18006,0.528,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+元素熟知+会心率,,6957,2233.8,18006,0.528,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
狼牙(R5),華館4,元チャ+岩バフ+元素熟知,,6950,1349.04,18006,1.314,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,元チャ+岩バフ+会心ダメージ,,6925,1349.04,18006,1.314,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,元チャ+岩バフ+会心率,,6925,1349.04,18006,1.314,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
狼牙(R5),華館4,元チャ+元素熟知+会心ダメージ,,6890,1349.04,18006,0.848,0,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館4,元チャ+元素熟知+会心率,,6890,1349.04,18006,0.848,0,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+元素熟知+防御%,,6875,2744.508,18006,0.528,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,,6837,876,18006,1.824,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+会心率,,6837,876,18006,1.824,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+防御%,,6830,1649.508,18006,1.324,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+防御%,,6823,1649.508,18006,0.858,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,6812,1138.8,20651.2,0.688,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+会心率,鍾離,6812,1138.8,20651.2,0.688,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+元素熟知,鍾離,6805,1349.04,18006,0.678,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+防御%+会心ダメージ,,6799,1649.508,18006,0.858,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+防御%+会心率,,6799,1649.508,18006,0.858,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+防御%,,6795,1859.748,18006,0.994,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,6792,876,20651.2,1.188,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+会心率,鍾離,6792,876,20651.2,1.188,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,6779,876,18006,1.654,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+会心率,鍾離,6779,876,18006,1.654,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+元素熟知,鍾離,6772,1349.04,18006,1.144,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+元素熟知+元素熟知,,6689,1480.44,18006,1.038,1184.352,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+防御%,,6686,1859.748,18006,0.528,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,,6652,1138.8,18006,1.004,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+会心率,,6652,1138.8,18006,1.004,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+防御%,,6649,1386.708,18006,1.038,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+岩バフ+元素熟知,,6648,2023.56,18006,1.004,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,6637,876,20651.2,1.654,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+防御%+防御%,,6636,2370.456,18006,0.528,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+元素熟知+元素熟知,,6618,1953.48,18006,0.528,1562.784,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+会心ダメージ,鍾離,6600,1349.04,18006,0.678,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+会心率,鍾離,6600,1349.04,18006,0.678,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
西風剣,華館4,元チャ+元素熟知+防御%,鍾離,6537,1859.748,18006,0.678,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+防御%,鍾離,6519,1649.508,18006,0.688,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,6505,1138.8,18006,1.008,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+防御%+会心ダメージ,,6484,1859.748,18006,0.528,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+防御%+会心率,,6484,1859.748,18006,0.528,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,6482,1138.8,18006,1.008,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+会心率,鍾離,6482,1138.8,18006,1.008,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+元素熟知,鍾離,6462,1349.04,20651.2,0.678,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+防御%+会心ダメージ,,6449,1386.708,18006,1.038,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+防御%+会心率,,6449,1386.708,18006,1.038,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+元素熟知,鍾離,6414,1138.8,18006,1.474,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,,6394,876,18006,1.504,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+会心率,,6394,876,18006,1.504,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+防御%,,6390,2534.268,18006,0.538,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+会心ダメージ,鍾離,6388,1138.8,18006,1.154,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+会心率,鍾離,6388,1138.8,18006,1.154,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+防御%,,6362,1386.708,18006,1.504,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+防御%,鍾離,6356,1386.708,18006,1.188,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+防御%,,6349,1859.748,20651.2,0.528,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+会心ダメージ,,6343,2023.56,18006,0.538,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+会心率,,6343,2023.56,18006,0.538,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+防御%,,6339,1897.416,18006,1.038,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+会心ダメージ,,6329,1138.8,20651.2,1.004,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+会心率,,6329,1138.8,20651.2,1.004,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館4,元チャ+岩バフ+元素熟知,,6329,1349.04,18006,0.994,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+防御%,,6314,1386.708,20651.2,1.038,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,6250,876,18006,1.508,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,6228,876,18006,1.508,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+会心率,鍾離,6228,876,18006,1.508,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+会心ダメージ,,6138,1349.04,18006,0.994,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+会心率,,6138,1349.04,18006,0.994,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+元素熟知,鍾離,6136,1349.04,18006,0.998,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+防御%,,6123,1859.748,18006,0.848,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+防御%,,6087,2160.216,18006,0.538,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+会心ダメージ,,6083,876,20651.2,1.504,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+会心率,,6083,876,20651.2,1.504,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
西風剣,華館4,元チャ+岩バフ+防御%,,6079,1859.748,18006,0.994,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,元チャ+岩バフ+元素熟知,鍾離,6059,1349.04,18006,1.144,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+防御%,,6057,1649.508,18006,1.004,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,6055,876,18006,1.654,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+会心率,鍾離,6055,876,18006,1.654,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,元チャ+岩バフ+元素熟知,,6010,1349.04,20651.2,0.994,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+会心ダメージ,,6009,1349.04,18006,0.528,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+会心率,,6009,1349.04,18006,0.528,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+防御%,,5968,1649.508,18006,0.538,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+元素熟知+元素熟知,,5944,1743.24,18006,0.538,1394.592,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,元チャ+防御%+防御%,,5938,2370.456,18006,0.528,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,5931,876,18006,1.974,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,元チャ+元素熟知+会心ダメージ,鍾離,5895,1349.04,18006,0.678,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+元素熟知+会心率,鍾離,5895,1349.04,18006,0.678,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
狼牙(R5),華館+劇団,元チャ+岩バフ+元素熟知,,5892,1138.8,18006,1.324,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+元素熟知+元素熟知,,5883,1760.76,18006,1.038,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,,5871,1138.8,18006,1.324,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+会心率,,5871,1138.8,18006,1.324,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,,5848,1138.8,18006,0.858,0,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+会心率,,5848,1138.8,18006,0.858,0,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+防御%,鍾離,5833,1649.508,18006,0.688,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+防御%,,5825,1386.708,18006,1.358,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,元チャ+防御%+会心ダメージ,,5792,1859.748,18006,0.528,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+防御%+会心率,,5792,1859.748,18006,0.528,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+会心ダメージ,,5789,1649.508,18006,0.538,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+会心率,,5789,1649.508,18006,0.538,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,5779,1138.8,18006,0.688,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,5762,876,18006,1.188,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+会心ダメージ,,5760,1386.708,18006,1.038,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+会心率,,5760,1386.708,18006,1.038,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+元素熟知,鍾離,5743,1138.8,18006,1.154,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+会心ダメージ,,5716,1349.04,20651.2,0.528,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+会心率,,5716,1349.04,20651.2,0.528,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,,5709,876,18006,1.358,0,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+会心率,,5709,876,18006,1.358,0,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+防御%,,5692,1386.708,18006,1.504,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+防御%,,5668,1649.508,20651.2,0.538,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,5605,1138.8,18006,0.688,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+会心率,鍾離,5605,1138.8,18006,0.688,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+元素熟知+元素熟知,,5596,2233.8,18006,0.528,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,5588,876,18006,1.188,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+会心率,鍾離,5588,876,18006,1.188,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館4,元チャ+岩バフ+元素熟知,,5561,1349.04,18006,1.314,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館4,元チャ+元素熟知+元素熟知,,5550,1349.04,18006,0.848,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+会心ダメージ,,5531,1349.04,18006,0.848,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+会心率,,5531,1349.04,18006,0.848,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+元素熟知,,5507,876,18006,1.824,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+元素熟知,鍾離,5488,1138.8,20651.2,0.688,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,,5488,876,18006,1.824,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+会心率,,5488,876,18006,1.824,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
西風剣,華館4,元チャ+岩バフ+会心ダメージ,,5483,1349.04,18006,0.994,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+岩バフ+会心率,,5483,1349.04,18006,0.994,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,5472,876,20651.2,1.188,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+防御%,,5460,1649.508,18006,0.858,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+防御%,,5447,2160.216,18006,0.538,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,5443,876,18006,1.654,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+防御%,,5419,1649.508,18006,1.004,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+元素熟知,,5369,1138.8,18006,1.004,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+元素熟知,鍾離,5300,1349.04,18006,0.678,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,,5207,1138.8,18006,1.004,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+会心率,,5207,1138.8,18006,1.004,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+防御%,,5207,1859.748,18006,0.528,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,5205,1138.8,18006,1.008,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,,5204,876,18006,1.038,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+会心率,,5204,876,18006,1.038,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+防御%,,5178,1386.708,18006,1.038,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+会心ダメージ,,5171,1649.508,18006,0.538,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+会心率,,5171,1649.508,18006,0.538,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+元素熟知,,5160,876,18006,1.504,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+元素熟知,鍾離,5138,1138.8,18006,1.154,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,,5105,1138.8,18006,0.538,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+会心率,,5105,1138.8,18006,0.538,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+元素熟知,,5102,2023.56,18006,0.538,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+元素熟知,,5099,1138.8,20651.2,1.004,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,5006,1138.8,18006,0.688,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
