武器,聖遺物セット,聖遺物メイン,バフキャラ,爆発一発目期待値,爆発通常合計期待値,願力,爆発一発目倍率,元チャ,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ爆発,耐性ダウン,耐性ダウン計算後,パーティ元素,熟知,率ダメ,サブステ,スコア
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),117023,38061,42,10.15,2.371,4411,0,1.81115,0,0.9484,0.86275,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),117012,34029,36,9.73,1.32,2879,0,1.614,0.75,0.594,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.96:1.91,0.11:0.79,1
和璞鳶,ファントム4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116961,35394,38,9.87,1.32,3482,0,2.134,0.87,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.94:1.50,0.00:1.00,1
和璞鳶,ファントム4,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),116960,34013,36,9.73,1.838,3122,0,1.7752,1.17,0.3352,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.94:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),116953,38038,42,10.15,1.52,2681,0,2.324,0.6,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.70:1.78,0.50:0.00,1
護摩(HP50%以上),ファントム4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116935,35386,38,9.87,1.32,3329,0,2.014,0.75,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116935,35386,38,9.87,1.32,3329,0,2.014,0.75,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.90:1.80,0.18:0.64,1
草薙の稲光,ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116881,33990,36,9.73,2.171,3536,0,1.8884,0.75,0.8684,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.33:0.35,1
草薙の稲光,ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116881,33990,36,9.73,2.171,3536,0,1.8884,0.75,0.8684,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.01:0.97,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+モナ(max),116878,33989,36,9.73,1.32,2325,0,2.148,1.35,0.528,0.27,0,0.565,Hydro:2、Electro:1、Geo:1、,150,0.98:1.95,0.42:0.17,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+モナ(max),116878,33989,36,9.73,1.32,2325,0,2.148,1.35,0.528,0.27,0,0.565,Hydro:2、Electro:1、Geo:1、,150,0.98:1.95,0.11:0.79,1
和璞鳶,ファントム4,元チャ+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),116870,33987,36,9.73,1.838,2651,0,2.2412,1.17,0.8012,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.85:1.69,0.22:0.57,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116864,35365,38,9.87,1.52,3121,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.64:1.28,0.44:0.12,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+モナ(max),116858,33984,36,9.73,1.32,3383,0,2.42,1.35,0.128,0.942,0,0.45,Pyro:1、Hydro:2、Electro:1、,150,0.87:1.50,0.00:1.00,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116853,35361,38,9.87,1.52,2670,0,3.296,0.9,1.074,1.322,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.43:0.14,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116853,35361,38,9.87,1.52,2670,0,3.296,0.9,1.074,1.322,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.63:1.26,0.12:0.76,1
赤砂の杖(スキル命中3),ファントム+金メッキ,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116835,35356,38,9.87,1.32,2657,0,2.164,0.9,0.994,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),金メッキ4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116835,35356,38,9.87,1.32,2657,0,2.164,0.9,0.994,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.85:1.70,0.21:0.58,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),116821,33973,36,9.73,2.371,3589,0,2.11115,0.3,0.9484,0.86275,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),116817,33972,36,9.73,2.371,3589,0,2.11115,0.3,0.9484,0.86275,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.55:1.12,0.50:0.00,1
ひれ長(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),116803,37989,42,10.15,2.038,3315,0,2.7327,0,1.2812,1.4515,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116803,35346,38,9.87,1.52,3770,0,1.724,0,1.074,0.65,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.72:1.44,0.36:0.28,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116803,35346,38,9.87,1.52,3770,0,1.724,0,1.074,0.65,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.72:1.44,0.36:0.28,1
ひれ長(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),116798,37988,42,10.15,2.038,3315,0,2.7327,0,1.2812,1.4515,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116757,33954,36,9.73,1.52,2782,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.81:1.63,0.25:0.51,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116742,35328,38,9.87,2.038,2139,0,2.9607,0.9,1.2812,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.95:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116722,35322,38,9.87,1.32,3953,0,1.734,0.87,0.594,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.85:1.69,0.22:0.57,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+攻撃%,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116720,33944,36,9.73,1.52,3289,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.70:1.39,0.05:0.89,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116709,33940,36,9.73,2.038,2879,0,2.3447,0.75,0.8152001,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.78:1.55,0.29:0.43,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),116706,35317,38,9.87,1.52,3951,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.81:1.63,0.25:0.51,1
赤砂の杖(スキル命中3),ファントム4,元チャ+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116681,33932,36,9.73,1.838,2724,0,1.7552,0.75,0.7352,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),116645,36637,40,10.01,1.52,2860,0,2.214,0.49,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,200,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116637,33919,36,9.73,2.038,2879,0,2.3447,0.75,0.8152001,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.50,0.00:1.00,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),116627,33916,36,9.73,1.32,3388,0,1.914,1.05,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.75:1.49,0.34:0.33,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116603,35286,38,9.87,2.889,4108,0,2.14785,0,1.1556,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116603,35286,38,9.87,2.889,4108,0,2.14785,0,1.1556,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116599,35284,38,9.87,2.889,4108,0,2.14785,0,1.1556,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.55:1.12,0.50:0.00,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116599,35284,38,9.87,2.889,4108,0,2.14785,0,1.1556,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.55:1.12,0.50:0.00,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116593,33907,36,9.73,1.52,3593,0,2.128,0.87,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116593,33907,36,9.73,1.52,3593,0,2.128,0.87,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.67:1.33,0.08:0.83,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+モナ(max),116587,33905,36,9.73,1.32,2782,0,2.214,1.35,0.594,0.27,0,0.45,Pyro:1、Hydro:2、Electro:1、,150,0.99:1.99,0.07:0.87,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),116574,36614,40,10.01,1.52,2860,0,2.214,0.49,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,200,0.80:1.50,0.00:1.00,1
和璞鳶,絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116558,35272,38,9.87,2.038,3482,0,2.1807,0.12,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116558,35272,38,9.87,2.038,3482,0,2.1807,0.12,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.67:1.33,0.08:0.83,1
和璞鳶,絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116558,35272,38,9.87,2.038,3482,0,2.1807,0.12,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),116558,35272,38,9.87,2.038,3482,0,2.1807,0.12,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.67:1.33,0.08:0.83,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116548,33894,36,9.73,1.52,3383,0,2.43,0.9,0.208,1.322,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.63:1.26,0.43:0.14,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116548,33894,36,9.73,1.52,3383,0,2.43,0.9,0.208,1.322,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.63:1.26,0.12:0.76,1
護摩(HP50%以上),絶縁4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),116547,35269,38,9.87,1.52,3329,0,2.024,0.3,1.074,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.72:1.44,0.36:0.28,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),116506,33881,36,9.73,2.889,2845,0,2.91385,0.3,1.6216,0.99225,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),116502,33880,36,9.73,2.889,2845,0,2.91385,0.3,1.6216,0.99225,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.55:1.12,0.50:0.00,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),116500,35255,38,9.87,2.038,2524,0,2.4947,0.9,0.8152001,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.81:1.63,0.25:0.51,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),116494,35253,38,9.87,1.52,4207,0,2.696,0.3,1.074,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.40:0.80,0.35:0.30,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),116487,35251,38,9.87,1.32,3116,0,2.22,0.75,0.528,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),116487,35251,38,9.87,1.32,3116,0,2.22,0.75,0.528,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.01:0.97,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),116487,35251,38,9.87,1.32,3116,0,2.22,0.75,0.528,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),116487,35251,38,9.87,1.32,3116,0,2.22,0.75,0.528,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.01:0.97,1
護摩(HP50%以上),ファントム4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116481,33874,36,9.73,1.838,2507,0,2.2212,0.75,1.2012,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116481,33874,36,9.73,1.838,2507,0,2.2212,0.75,1.2012,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.90:1.80,0.18:0.64,1
和璞鳶,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116449,33865,36,9.73,1.32,4064,0,1.668,0.87,0.528,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.69:1.38,0.06:0.88,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),116440,37871,42,10.15,2.038,3770,0,1.5947,0,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.72:1.44,0.36:0.28,1
赤砂の杖(スキル命中3),金メッキ+絶縁,攻撃%+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116414,33855,36,9.73,1.52,2988,0,1.844,0.9,0.674,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,230,0.85:1.70,0.21:0.58,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),116412,33854,36,9.73,2.038,2948,0,2.1947,0.6,0.8152001,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.70:1.78,0.50:0.00,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116397,33850,36,9.73,1.52,3122,0,2.594,0.87,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),116397,33850,36,9.73,1.52,3122,0,2.594,0.87,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.67:1.33,0.08:0.83,1
草薙の稲光,ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116393,35222,38,9.87,2.171,4358,0,1.8884,0.75,0.8684,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.33:0.35,1
草薙の稲光,ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),116393,35222,38,9.87,2.171,4358,0,1.8884,0.75,0.8684,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.01:0.97,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),116354,35210,38,9.87,1.32,3121,0,1.548,0.75,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),116354,35210,38,9.87,1.32,3121,0,1.548,0.75,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.90:1.80,0.18:0.64,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),116354,35210,38,9.87,1.32,3121,0,1.548,0.75,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),116354,35210,38,9.87,1.32,3121,0,1.548,0.75,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.90:1.80,0.18:0.64,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),116350,37842,42,10.15,1.52,4207,0,1.93,0,0.608,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心ダメージ,ジン(翠緑4)+フリーナ(フル)+ベネット(西風、旧貴族),116349,36544,40,10.01,1.32,2948,0,1.614,0.75,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,攻撃%+雷バフ+会心率,ジン(翠緑4)+フリーナ(フル)+ベネット(西風、旧貴族),116349,36544,40,10.01,1.32,2948,0,1.614,0.75,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.90:1.80,0.18:0.64,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),116349,37841,42,10.15,2.038,2549,0,2.1947,0.6,0.8152001,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),116345,37840,42,10.15,1.52,4207,0,1.93,0,0.608,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),116340,33833,36,9.73,1.52,2782,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.88:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林4)+万葉(翠緑4),116332,28908,36,9.73,1.52,2665,0,2.024,0.3,1.074,0.65,0,0.575,Electro:2、Anemo:1、Dendro:1、,487,0.78:1.55,0.29:0.43,1
和璞鳶,ファントム4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),116327,37834,42,10.15,1.838,2851,0,1.8752,0.87,0.7352,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.69,0.22:0.57,1
赤砂の杖(スキル命中3),ファントム4,元素熟知+雷バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),116305,33823,36,9.73,1.32,3134,0,1.914,1.05,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,337,0.85:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+万葉(翠緑4),116301,33822,36,9.73,1.32,2491,0,1.968,1.17,0.528,0.27,0,0.665,Hydro:1、Electro:1、Geo:1、Anemo:1、,150,0.85:1.69,0.22:0.57,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),116288,35190,38,9.87,1.52,3951,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.88:1.50,0.00:1.00,1
