武器,聖遺物セット,聖遺物メイン,バフキャラ,爆発一発目期待値,爆発通常合計期待値,願力,爆発一発目倍率,元チャ,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ爆発,耐性ダウン,耐性ダウン計算後,パーティ元素,熟知,率ダメ,サブステ,スコア
赤砂の杖(スキル命中1),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(5/9秒平均),106044,32090,38,9.87,1.52,3365,0,2.054,0.33,1.074,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,0,0.88:1.50,0.00:1.00,1
死闘の槍(R5、敵1のみ),ファントム4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ+ベネット(西風、旧貴族),106002,30827,36,9.73,1.838,2540,0,1.8212,0.35,1.2012,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.92:1.84,0.14:0.72,1
漁獲(R5),絶縁4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105999,32077,38,9.87,1.979,2917,0,2.64235,0.3,1.2576,1.08475,0,0.575,Pyro:1、Electro:2、Anemo:1、,187,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105999,32077,38,9.87,1.979,2917,0,2.64235,0.3,1.2576,1.08475,0,0.575,Pyro:1、Electro:2、Anemo:1、,187,0.62:1.23,0.13:0.73,1
天空の脊,絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),105981,34469,42,10.15,1.888,3585,0,1.9632,0,1.2212,0.742,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.60:1.19,0.47:0.07,1
天空の脊,絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),105981,34469,42,10.15,1.888,3585,0,1.9632,0,1.2212,0.742,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.60:1.19,0.15:0.69,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),105966,34465,42,10.15,1.52,3841,0,1.258,0,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),105966,34465,42,10.15,1.52,3841,0,1.258,0,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.74:1.48,0.01:0.98,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族)+万葉(翠緑4),105962,30815,36,9.73,1.32,3593,0,1.168,0.77,0.128,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.85:1.69,0.22:0.57,1
護摩(HP50%以下),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),105934,33273,40,10.01,1.52,3381,0,1.748,0.49,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.55:1.78,0.50:0.00,1
護摩(HP50%以下),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林4)+万葉(翠緑4),105929,27610,36,9.73,1.52,2751,0,2.024,0.3,1.074,0.65,0,0.575,Electro:2、Anemo:1、Dendro:1、,200,0.72:1.44,0.36:0.28,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105917,30802,36,9.73,2.371,3589,0,2.14115,0.33,0.9484,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.60:1.19,0.47:0.07,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105917,30802,36,9.73,2.371,3589,0,2.14115,0.33,0.9484,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.60:1.19,0.15:0.69,1
和璞鳶,絶縁4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105909,33264,40,10.01,2.038,2651,0,2.1807,0.12,1.2812,0.7795,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105909,33264,40,10.01,2.038,2651,0,2.1807,0.12,1.2812,0.7795,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.67:1.33,0.08:0.83,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105888,33258,40,10.01,1.52,2948,0,1.724,0,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
死闘の槍(R5、敵1のみ),絶縁4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105877,32040,38,9.87,1.52,4336,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.58:1.17,0.17:0.67,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105833,32027,38,9.87,2.889,3535,0,2.94385,0.33,1.6216,0.99225,0,0.45,Pyro:1、Hydro:1、Electro:2、,0,0.60:1.19,0.47:0.07,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105833,32027,38,9.87,2.889,3535,0,2.94385,0.33,1.6216,0.99225,0,0.45,Pyro:1、Hydro:1、Electro:2、,0,0.60:1.19,0.15:0.69,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105799,32016,38,9.87,1.52,4073,0,1.83,0.3,0.208,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.56:1.11,0.19:0.61,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105795,32015,38,9.87,1.52,4073,0,1.83,0.3,0.208,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.55:1.12,0.50:0.00,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105769,32007,38,9.87,2.889,2886,0,2.77785,0.63,1.1556,0.99225,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.60:1.19,0.47:0.07,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105769,32007,38,9.87,2.889,2886,0,2.77785,0.63,1.1556,0.99225,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.60:1.19,0.15:0.69,1
草薙の稲光,絶縁4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105747,32001,38,9.87,2.889,3975,0,2.61385,0,1.6216,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.40:0.80,0.35:0.30,1
草薙の稲光,絶縁4,元チャ+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105747,32001,38,9.87,2.889,3975,0,2.61385,0,1.6216,0.99225,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.40:0.80,0.35:0.30,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105728,31995,38,9.87,1.52,2989,0,1.888,0.63,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.76:1.52,0.32:0.36,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),105642,30722,36,9.73,1.52,3829,0,2.23,0.3,0.608,1.322,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.40:0.80,0.35:0.30,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105625,31964,38,9.87,2.889,2886,0,2.44785,0.3,1.1556,0.99225,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105621,31962,38,9.87,2.889,2886,0,2.44785,0.3,1.1556,0.99225,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.55:1.12,0.50:0.00,1
死闘の槍(R5、敵1のみ),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105616,31961,38,9.87,1.52,2909,0,1.888,0.63,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.78:1.56,0.28:0.44,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105615,33172,40,10.01,1.52,2782,0,1.724,0,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105615,33172,40,10.01,1.52,2782,0,1.724,0,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.74:1.48,0.01:0.98,1
草薙の稲光,絶縁4,攻撃%+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+万葉(翠緑4),105583,30705,36,9.73,2.371,3148,0,2.50715,0.63,1.0144,0.86275,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.60:1.19,0.47:0.07,1
草薙の稲光,絶縁4,攻撃%+雷バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+万葉(翠緑4),105583,30705,36,9.73,2.371,3148,0,2.50715,0.63,1.0144,0.86275,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.60:1.19,0.15:0.69,1
フィヨルド(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105574,31948,38,9.87,1.52,3707,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,240,0.69:1.39,0.37:0.27,1
フィヨルド(R5),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105574,31948,38,9.87,1.52,3707,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,240,0.69:1.39,0.06:0.89,1
死闘の槍(R5、敵1のみ),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105566,31946,38,9.87,1.52,2540,0,2.024,0.3,1.074,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵1のみ),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105566,31946,38,9.87,1.52,2540,0,2.024,0.3,1.074,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.74:1.48,0.01:0.98,1
死闘の槍(R5、敵1のみ),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105533,31936,38,9.87,1.52,2909,0,1.888,0.63,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.81:1.50,0.00:1.00,1
死闘の槍(R5、敵2以上),絶縁4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105530,31935,38,9.87,1.52,3472,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,187,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,元素熟知+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105530,31935,38,9.87,1.52,3472,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,187,0.74:1.48,0.01:0.98,1
護摩(HP50%以上),ファントム+絶縁,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105521,31932,38,9.87,2.038,3197,0,1.8512,0.3,1.2812,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.72:1.44,0.36:0.28,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105517,31931,38,9.87,1.52,2710,0,2.144,0.42,1.074,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105517,31931,38,9.87,1.52,2710,0,2.144,0.42,1.074,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.67:1.33,0.08:0.83,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105505,31927,38,9.87,1.52,3181,0,1.678,0.42,0.608,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105505,31927,38,9.87,1.52,3181,0,1.678,0.42,0.608,0.65,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.67:1.33,0.08:0.83,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+香菱(6凸),105498,33135,40,10.01,1.52,3476,0,1.844,0.12,1.074,0.65,0,0.565,Pyro:2、Electro:1、Geo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+香菱(6凸),105498,33135,40,10.01,1.52,3476,0,1.844,0.12,1.074,0.65,0,0.565,Pyro:2、Electro:1、Geo:1、,0,0.67:1.33,0.08:0.83,1
和璞鳶,ファントム4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ+ベネット(西風、旧貴族),105497,30680,36,9.73,1.32,3593,0,1.734,0.47,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.69:1.38,0.06:0.88,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),105445,33119,40,10.01,1.52,2912,0,2.334,0.61,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),105445,33119,40,10.01,1.52,2912,0,2.334,0.61,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.08:0.83,1
赤砂の杖(スキル命中1),ファントム+絶縁,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105431,31905,38,9.87,2.038,2956,0,1.8512,0.3,1.2812,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.78:1.55,0.29:0.43,1
ひれ長(R5),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105425,31903,38,9.87,2.038,3627,0,2.1667,0.3,0.4152001,1.4515,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105424,30659,36,9.73,2.889,2845,0,2.94385,0.33,1.6216,0.99225,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.60:1.19,0.47:0.07,1
草薙の稲光,絶縁4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(5/9秒平均),105424,30659,36,9.73,2.889,2845,0,2.94385,0.33,1.6216,0.99225,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,0,0.60:1.19,0.15:0.69,1
ひれ長(R5),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105421,31902,38,9.87,2.038,3627,0,2.1667,0.3,0.4152001,1.4515,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.55:1.12,0.50:0.00,1
和璞鳶,ファントム+絶縁,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105408,31898,38,9.87,1.52,4283,0,1.298,0.42,0.608,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,ファントム+絶縁,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105408,31898,38,9.87,1.52,4283,0,1.298,0.42,0.608,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.67:1.33,0.08:0.83,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),105383,33099,40,10.01,1.52,3383,0,1.868,0.61,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+万葉(翠緑4)+夜蘭(終焉、9秒平均),105383,33099,40,10.01,1.52,3383,0,1.868,0.61,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.08:0.83,1
赤砂の杖(スキル命中1),ファントム+絶縁,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105366,31885,38,9.87,2.038,2956,0,1.8512,0.3,1.2812,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.80:1.50,0.00:1.00,1
和璞鳶,ファントム+絶縁,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),105360,30640,36,9.73,1.52,3122,0,1.764,0.42,1.074,0.27,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.67:1.33,0.40:0.21,1
和璞鳶,ファントム+絶縁,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),105360,30640,36,9.73,1.52,3122,0,1.764,0.42,1.074,0.27,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.67:1.33,0.08:0.83,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105326,31873,38,9.87,2.371,3190,0,2.11115,0.3,0.9484,0.86275,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.56:1.11,0.19:0.61,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+万葉(翠緑4),105322,31872,38,9.87,2.371,3190,0,2.11115,0.3,0.9484,0.86275,0,0.665,Electro:2、Geo:1、Anemo:1、,0,0.55:1.12,0.50:0.00,1
和璞鳶,ファントム4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ+ベネット(西風、旧貴族),105304,31866,38,9.87,1.838,3341,0,1.9412,0.47,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,0,0.94:1.50,0.00:1.00,1
護摩(HP50%以下),絶縁4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+モナ(5/9秒平均)+万葉(翠緑4),105297,31864,38,9.87,1.52,3192,0,2.354,0.63,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,0,0.61:1.21,0.48:0.05,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族)+万葉(翠緑4),105293,30620,36,9.73,1.32,2782,0,1.514,0.65,0.594,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.92:1.84,0.14:0.72,1
漁獲(R5),絶縁4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105226,31843,38,9.87,1.979,4102,0,2.17635,0.3,0.7916,1.08475,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.46:0.92,0.29:0.42,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105205,31837,38,9.87,2.497,2917,0,2.67905,0,1.4648,1.21425,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105205,31837,38,9.87,2.497,2917,0,2.67905,0,1.4648,1.21425,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.62:1.23,0.13:0.73,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105205,31837,38,9.87,2.497,2917,0,2.67905,0,1.4648,1.21425,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105205,31837,38,9.87,2.497,2917,0,2.67905,0,1.4648,1.21425,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.62:1.23,0.13:0.73,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105182,31830,38,9.87,2.038,3472,0,1.5947,0,0.8152001,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105182,31830,38,9.87,2.038,3472,0,1.5947,0,0.8152001,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.74:1.48,0.01:0.98,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105182,31830,38,9.87,2.038,3472,0,1.5947,0,0.8152001,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),105182,31830,38,9.87,2.038,3472,0,1.5947,0,0.8152001,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,0,0.74:1.48,0.01:0.98,1
漁獲(R5),絶縁4,元チャ+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),105180,31829,38,9.87,2.497,3707,0,2.51305,0.3,0.9988,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,0,0.46:0.92,0.29:0.42,1
死闘の槍(R5、敵1のみ),絶縁4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105179,33035,40,10.01,2.038,2908,0,1.5947,0,0.8152001,0.7795,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵1のみ),絶縁4,元チャ+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ジン(翠緑4)+ベネット(西風、旧貴族),105179,33035,40,10.01,2.038,2908,0,1.5947,0,0.8152001,0.7795,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.74:1.48,0.01:0.98,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族)+万葉(翠緑4),105159,30581,36,9.73,1.32,3593,0,1.168,0.77,0.128,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.94:1.50,0.00:1.00,1
