武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,倍率,加算,バフ合計,バフ共通,バフ落下,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
草薙の稲光,ファントム4,元素熟知+水バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+水バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元素熟知+雷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+雷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元素熟知+氷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+氷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元素熟知+岩バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+岩バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元素熟知+草バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+草バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元素熟知+物理バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元素熟知+物理バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89933,1268.238,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,辰砂4,元チャ+防御%+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+防御%+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+HP%+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+HP%+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+元素熟知+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+元素熟知+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+炎バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+炎バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+水バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+水バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+雷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+雷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+氷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+氷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+岩バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+岩バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+草バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+草バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元チャ+物理バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+物理バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89920,1900.003,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+防御%+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+防御%+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+HP%+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+HP%+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+元素熟知+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+元素熟知+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+炎バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+炎バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+水バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+水バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+雷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+雷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+氷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+氷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+岩バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+岩バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+草バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+草バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,防御%+物理バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,防御%+物理バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+HP%+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+HP%+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+元素熟知+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+元素熟知+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+炎バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+炎バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+水バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+水バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+雷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+雷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+氷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+氷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+岩バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+岩バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+草バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+草バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,HP%+物理バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,HP%+物理バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+元素熟知+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,374,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+元素熟知+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,374,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+炎バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+炎バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+水バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+水バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+雷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+雷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+氷バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+氷バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+岩バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+岩バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+草バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+草バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,元素熟知+物理バフ+会心率,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元素熟知+物理バフ+会心ダメージ,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89917,1899.858,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+攻撃%+攻撃%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89555,4274.145,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.78:1.55,0.47:0.65,1.6
草薙の稲光,ファントム4,元チャ+風バフ+防御%,ファルザン(西風、完凸)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),89299,1268.383,4.04,9208,2.157,0.75,1.407,0,Hydro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
