武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
サーフィンタイム,しめ縄4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1038964,505400.2,1165.32,570,30078.21,0.766,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,沈淪4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1038959,505397.3,1035,570,30078.21,0.45,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,沈淪4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1038958,505397.2,1035,570,30078.21,0.45,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1038922,505379.5,1035,570,43228.42,0.3,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1038675,505259.2,947,570,39796.61,0.916,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1038675,505259.2,947,570,39796.61,0.916,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1038675,505259.2,947,570,39796.61,0.916,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1038675,505259.2,947,570,39796.61,0.916,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1038599,505222.6,947,570,29683.4,0.766,497,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1038599,505222.6,947,570,29683.4,0.766,497,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1038590,505218,1035,570,40191.42,0.916,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1038590,505218,1035,570,40191.42,0.916,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,千岩+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1038590,505218,1035,570,40191.42,0.916,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1038590,505218,1035,570,40191.42,0.916,125,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1038438,505144,947,570,31900.41,0.916,352,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+鍾離+万葉,1037388,504633.3,1136.36,570,30078.21,0.766,180,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1037388,504633.3,1136.36,570,30078.21,0.766,180,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+HP%,アルベド+トーマ+万葉,1037320,504600.4,1035,570,44230.63,0.3,285,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1037287,504584.1,947,570,46872.82,0.766,285,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1037287,504584.1,947,570,46872.82,0.766,285,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1037287,504584.1,947,570,46872.82,0.766,285,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1037287,504584.1,947,570,46872.82,0.766,285,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1036772,504333.7,947,570,42833.61,0.766,392,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素熟知+会心率,アルベド+トーマ+万葉,1036705,504301.2,1035,570,30078.21,0.3,542,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1036705,504301.2,1035,570,30078.21,0.3,542,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+楽団,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+楽団,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+金メッキ,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+金メッキ,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1036583,504241.7,947,570,32720.4,0.766,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1035541,503734.7,947,570,39796.61,0.766,160,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離+万葉,1035376,503654.8,1035,570,44230.63,0.45,0,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1034158,503062,947,570,43835.82,1.066,205,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,花海+楽団,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1033611,502796.1,1035,570,33115.21,0.3,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1033611,502796.2,1035,570,33115.21,0.3,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1033611,502796.1,1035,570,33115.21,0.3,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1033611,502796.2,1035,570,33115.21,0.3,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1033611,502796.1,1035,570,33115.21,0.3,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1033611,502796.2,1035,570,33115.21,0.3,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1033611,502796.1,1035,570,33115.21,0.3,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1033611,502796.2,1035,570,33115.21,0.3,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,1033180,502586.3,1035,570,37154.42,0.766,125,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,花海+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1033170,502581.5,1035,570,36152.21,0.766,187,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1032448,502230.2,1035,570,40191.42,0.45,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1032448,502230.3,1035,570,40191.42,0.45,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,1032448,502230.2,1035,570,40191.42,0.45,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1032448,502230.3,1035,570,40191.42,0.45,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1032448,502230.2,1035,570,40191.42,0.45,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,千岩+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1032448,502230.3,1035,570,40191.42,0.45,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,1032448,502230.2,1035,570,40191.42,0.45,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1032448,502230.3,1035,570,40191.42,0.45,125,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+黒曜の秘典,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),千岩+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),千岩+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1032396,502204.8,947,570,32720.4,0.916,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+HP%+会心率,トーマ+鍾離+万葉,1032215,502116.9,1136.36,570,37154.42,0.3,180,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,1032215,502116.9,1136.36,570,37154.42,0.3,180,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1031743,501887.4,1035,570,37154.42,0.6,312,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1031399,501720.1,947,570,36759.61,0.916,160,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,花海+楽団,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1030965,501509,1035,570,40191.42,0.3,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1030965,501509,1035,570,40191.42,0.3,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1030965,501509,1035,570,40191.42,0.3,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1030965,501509,1035,570,40191.42,0.3,392,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1030954,501503.5,947,570,46872.82,0.916,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1030954,501503.5,947,570,46872.82,0.916,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1030954,501503.5,947,570,46872.82,0.916,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1030954,501503.5,947,570,46872.82,0.916,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),火魔女4(1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,1030594,501328.3,947,570,36759.61,0.766,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女4(1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1030594,501328.3,947,570,36759.61,0.766,205,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,1030444,501255.6,1035,570,44230.63,0.45,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+HP%,アルベド+トーマ+万葉,1030444,501255.6,1035,570,44230.63,0.45,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+HP%,アルベド+トーマ+万葉,1030444,501255.6,1035,570,44230.63,0.45,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+HP%,アルベド+トーマ+万葉,1030444,501255.6,1035,570,44230.63,0.45,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,1030382,501225.1,1035,570,43228.42,0.3,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1030382,501225.1,1035,570,43228.42,0.3,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1030226,501149.3,1035,570,33115.21,0.766,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1030226,501149.3,1035,570,33115.21,0.766,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1030226,501149.3,1035,570,33115.21,0.766,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1030226,501149.3,1035,570,33115.21,0.766,267,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離+万葉,1029836,500959.4,947,570,50912.03,0.45,80,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+HP%,アルベド+トーマ+万葉,1029822,500952.6,947,570,50912.03,0.45,205,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+白朮+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+万葉,1029758,500921.7,947,570,36759.61,0.766,310,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離+万葉,1029498,500795.4,1036.04,570,43835.82,0.766,260,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,1029203,500651.9,1061.48,570,29683.4,0.766,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1029067,500585.7,947,570,36759.61,1.066,392,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1029064,500583.9,947,570,36759.61,0.45,267,1.00:2.37,,0.18:1.25,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,1028718,500415.6,1061.48,570,36759.61,0.3,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1028291,500207.9,947,570,29683.4,1.066,392,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1028291,500207.9,947,570,29683.4,1.066,392,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+楽団,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+楽団,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),花海+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),花海+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1028227,500177.1,947,570,32720.4,0.766,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,1027941,500037.9,1061.48,570,29683.4,0.3,454,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1027941,500037.9,1061.48,570,29683.4,0.3,454,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1027900,500017.7,947,570,43835.82,0.45,267,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,1027883,500009.7,1035,570,37154.42,0.766,160,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1027314,499732.7,1035,570,30078.21,0.45,187,1.00:2.44,,0.27:1.06,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1027314,499732.7,1035,570,30078.21,0.45,187,1.00:2.44,,0.58:0.44,1.6
サーフィンタイム,楽団+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1027134,499645.3,1035,570,37154.42,0.45,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1027134,499645.3,1035,570,37154.42,0.45,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1027134,499645.3,1035,570,37154.42,0.45,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1027134,499645.3,1035,570,37154.42,0.45,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+万葉,1027103,499630.2,1035,570,30078.21,0.45,374,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+白朮+万葉,1027103,499630.2,1035,570,30078.21,0.45,374,1.00:2.13,,0.42:0.75,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+万葉,1027103,499630.2,1035,570,30078.21,0.45,374,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1026374,499275.3,947,570,36759.61,0.766,622,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1026177,499180,1136.36,570,30078.21,0.766,492,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+鍾離,1026175,499178.8,1035,570,30078.21,0.766,312,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),金メッキ4(同元素0),元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1025599,498898.6,947,570,29683.4,0.766,622,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1025599,498898.6,947,570,29683.4,0.766,622,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+HP%+会心率,アルベド+トーマ+万葉,1025073,498642.5,947,570,43835.82,0.3,435,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1025073,498642.5,947,570,43835.82,0.3,435,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+元素熟知,エミリエ+トーマ+万葉,1024828,498523.5,947,570,43835.82,0.45,267,1.00:2.06,,0.02:1.56,1.6
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+白朮+万葉,1024828,498523.5,947,570,43835.82,0.45,267,1.00:2.06,,0.02:1.56,1.6
