武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+HP%+会心率,アルベド+トーマ+万葉,867299.1,421894.2,1286.84,570,34117.42,0.3,305,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,867299.1,421894.2,1286.84,570,34117.42,0.3,305,0.91:1.82,,0.67:0.26,1.6
流浪完凸(期待値),しめ縄4,HP%+HP%+HP%,アルベド+トーマ+万葉,867247.7,421869.2,1265.96,570,41193.63,0.46,205,0.78:1.57,,0.54:0.52,1.6
凛流の監視者,金メッキ4(同元素1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,867240.4,421865.7,1423.8,570,34117.42,0.766,305,0.76:1.51,,0.29:1.01,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,866936.5,421717.9,1003,570,26236.4,0.916,374,0.85:1.69,,0.20:1.19,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,866934.6,421716.9,1286.84,570,34117.42,0.766,305,0.76:1.51,,0.51:0.57,1.6
凛流の監視者,沈淪4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,866816.2,421659.3,1303.96,570,34117.42,0.45,312,0.76:1.51,,0.29:1.01,1.6
四風原典(10s換算),黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,866711.6,421608.4,1101,570,27041.21,0.98,312,1.00:2.02,,0.04:1.52,1.6
久遠流転の大典,金メッキ4(同元素1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,866575.5,421542.3,1136.36,570,36547.02,0.766,305,0.87:1.73,,0.62:0.35,1.6
トゥライトゥーラの記憶,沈淪4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,866510.5,421510.6,1167,570,34117.42,0.45,312,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,866379.8,421447.1,1061.48,570,38976.62,0.766,40,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,866261.4,421389.4,1061.48,570,31900.41,0.3,539,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,865910.5,421218.8,1303.96,570,27041.21,0.916,125,1.00:2.10,,0.00:1.60,1.6
古祠の瓏,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離+万葉,865620.1,421077.4,947,570,38976.62,0.3,270,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,865620.1,421077.4,947,570,38976.62,0.3,270,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,865513.5,421025.6,947,570,31900.41,1.066,352,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+HP%+会心率,トーマ+鍾離+万葉,865317.4,420930.2,1061.48,570,38976.62,0.3,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,しめ縄4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,865317.4,420930.2,1061.48,570,38976.62,0.3,40,0.99:1.97,,0.38:0.85,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+HP%,アルベド+トーマ+万葉,865116,420832.3,1141.4,570,34117.42,0.926,435,0.78:1.57,,0.54:0.52,1.6
万国諸海(完凸),黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,864996.7,420774.2,1058,570,34117.42,0.77,422,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,864819.1,420687.8,1003,570,26236.4,0.45,499,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,864819.1,420687.8,1003,570,26236.4,0.45,499,1.00:2.00,,0.36:0.88,1.6
久遠流転の大典,沈淪4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,864692.9,420626.4,1035,570,36547.02,0.45,312,0.87:1.73,,0.62:0.35,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+HP%+会心率,アルベド+トーマ+万葉,864612.8,420587.5,1058,570,34117.42,0.45,125,1.00:2.00,,0.05:1.50,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,864612.8,420587.5,1058,570,34117.42,0.45,125,1.00:2.00,,0.36:0.88,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,864587.6,420575.3,1303.96,570,27041.21,0.45,187,1.00:2.22,,0.25:1.10,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離+万葉,864453.6,420510,1167,570,27041.21,0.45,187,1.00:2.22,,0.16:1.28,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,864453.6,420510,1167,570,27041.21,0.45,187,1.00:2.22,,0.47:0.66,1.6
久遠流転の大典,しめ縄4,HP%+HP%+HP%,アルベド+トーマ+万葉,863385.6,419990.5,1165.32,570,43623.23,0.3,125,0.87:1.73,,0.62:0.35,1.6
凛流の監視者,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+万葉,862860.8,419735.2,1303.96,570,27041.21,0.766,230,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862860.8,419735.2,1303.96,570,27041.21,0.766,230,0.91:1.82,,0.45:0.70,1.6
古祠の瓏,花海+楽団,HP%+元素バフ+会心率,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+楽団,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+千岩,HP%+元素バフ+会心率,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+千岩,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862685.2,419649.8,947,570,34937.41,0.766,120,0.99:1.97,,0.38:0.85,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+万葉,862565.4,419591.5,1167,570,27041.21,0.766,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,862565.4,419591.5,1167,570,27041.21,0.766,230,0.91:1.82,,0.67:0.26,1.6
古祠の瓏,花海+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,862311.8,419468.1,947,570,37974.41,0.766,227,0.83:1.66,,0.22:1.16,1.6
流浪完凸(期待値),しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,862149.3,419389.1,1265.96,570,27041.21,0.926,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,862149.3,419389.1,1265.96,570,27041.21,0.926,205,0.94:1.88,,0.70:0.21,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,861721.1,419180.8,947,570,24824.2,0.916,227,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,攻撃%+元素バフ+HP%,アルベド+トーマ+万葉,861668.8,419155.4,1243.376,570,31900.41,0.916,165,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,防御%+元素バフ+HP%,アルベド+トーマ+万葉,861668.8,419155.4,947,902.31,31900.41,0.916,165,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+治癒効果,アルベド+トーマ+万葉,861668.8,419155.4,947,570,31900.41,0.916,165,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,元チャ+元素バフ+HP%,アルベド+トーマ+万葉,861668.8,419155.4,947,570,31900.41,0.916,165,1.00:2.06,,0.02:1.56,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素熟知+会心率,トーマ+鍾離+万葉,861611.1,419127.3,1003,570,26236.4,0.45,374,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素熟知+会心ダメージ,トーマ+鍾離+万葉,861611.1,419127.3,1003,570,26236.4,0.45,374,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,861384.6,419017.2,947,570,24824.2,0.916,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,861384.6,419017.2,947,570,24824.2,0.916,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+白朮+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+万葉,861260.8,418956.9,947,570,31900.41,0.766,270,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,861149,418902.5,1035,570,29470.81,0.916,125,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,沈淪4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,861149,418902.5,1035,570,29470.81,0.916,125,1.00:2.04,,0.78:0.04,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,860031.6,418358.9,1127.56,570,33312.61,0.3,312,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,860031.4,418358.9,1127.56,570,33312.61,0.3,312,0.80:1.60,,0.25:1.10,1.6
流浪完凸(期待値),沈淪4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,859884.6,418287.5,1141.4,570,34117.42,1.076,205,0.78:1.57,,0.54:0.52,1.6
凛流の監視者,しめ縄4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,859695.5,418195.5,1458.04,570,34117.42,0.766,125,0.76:1.51,,0.29:1.01,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,859641.2,418169.1,947,570,31900.41,0.916,40,1.00:2.37,,0.18:1.25,1.6
祭礼,黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859632.6,418164.9,947,570,27041.21,0.916,346,1.00:2.00,,0.05:1.50,1.6
祭礼,黒曜の秘典4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859632.6,418164.9,947,570,27041.21,0.916,346,1.00:2.00,,0.36:0.88,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,859427.7,418065.2,1035,570,29470.81,0.766,230,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+万葉,859427.6,418065.2,1035,570,29470.81,0.766,230,1.00:2.04,,0.47:0.66,1.6
凛流の監視者,花海+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,楽団+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859413.4,418058.3,1303.96,570,30078.21,0.766,205,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,859392.4,418048,1321.08,570,34117.42,0.766,125,0.76:1.51,,0.51:0.57,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,859341.4,418023.3,947,570,38976.62,0.766,200,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,859305.6,418005.8,947,570,31900.41,0.916,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,859305.6,418005.8,947,570,31900.41,0.916,40,0.99:1.97,,0.38:0.85,1.6
トゥライトゥーラの記憶,花海+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859119.2,417915.2,1167,570,30078.21,0.766,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859119.2,417915.2,1167,570,30078.21,0.766,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,楽団+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859119.2,417915.2,1167,570,30078.21,0.766,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859119.2,417915.2,1167,570,30078.21,0.766,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859119.1,417915.1,1167,570,30078.21,0.766,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,花海+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859119.1,417915.1,1167,570,30078.21,0.766,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859119.1,417915.1,1167,570,30078.21,0.766,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,859119.1,417915.1,1167,570,30078.21,0.766,205,0.91:1.82,,0.36:0.88,1.6
古祠の瓏,花海+楽団,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+楽団,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+金メッキ,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,859098.7,417905.2,947,570,27861.2,0.766,432,0.99:1.97,,0.38:0.85,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,858879.8,417798.7,1058,570,34117.42,0.45,312,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,857585.4,417169.1,947,570,31900.41,0.45,227,1.00:2.37,,0.18:1.25,1.6
久遠流転の大典,沈淪4,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857584.8,417168.7,1035,570,36547.02,0.45,125,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,沈淪4,HP%+HP%+会心率,アルベド+トーマ+万葉,857584.7,417168.7,1035,570,36547.02,0.45,125,1.00:2.04,,0.47:0.66,1.6
古祠の瓏,火魔女4(1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,857553.9,417153.7,947,570,31900.41,0.766,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,火魔女4(1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,857553.9,417153.7,947,570,31900.41,0.766,165,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,857510.4,417132.5,947,570,38976.62,0.6,165,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857510.4,417132.5,947,570,38976.62,0.6,165,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,花海+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,857416.6,417086.9,1303.96,570,33115.21,0.766,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,857416.6,417086.9,1303.96,570,33115.21,0.766,125,0.91:1.82,,0.45:0.70,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+万葉,857404.9,417081.2,1003,570,33312.61,0.916,0,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,857404.9,417081.2,1003,570,33312.61,0.916,0,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,花海+楽団,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,857396.7,417077.2,947,570,34937.41,0.766,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,花海+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,857396.7,417077.2,947,570,34937.41,0.766,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,857396.7,417077.2,947,570,34937.41,0.766,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,857396.7,417077.2,947,570,34937.41,0.766,307,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,857292.4,417026.5,947,570,38976.62,0.45,245,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,857126.6,416945.8,947,570,31900.41,0.916,432,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,857126.6,416945.8,947,570,31900.41,0.916,432,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,857126.6,416945.8,947,570,31900.41,0.916,432,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,857126.6,416945.8,947,570,31900.41,0.916,432,0.83:1.66,,0.22:1.16,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,857123.1,416944.2,1167,570,33115.21,0.766,125,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,857123,416944.1,1167,570,33115.21,0.766,125,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,856908.8,416839.9,1303.96,570,34117.42,0.766,125,0.96:1.91,,0.09:1.41,1.6
果てなき紺碧の唄,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+万葉,856886.9,416829.3,1058,570,34117.42,0.916,125,0.85:1.69,,0.20:1.19,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,856619.2,416699,1167,570,34117.42,0.766,125,0.96:1.91,,0.31:0.97,1.6
古祠の瓏,花海+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,855458.1,416134.3,947,570,34937.41,0.916,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,花海+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,855458.1,416134.3,947,570,34937.41,0.916,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,千岩+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,855458.1,416134.3,947,570,34937.41,0.916,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,黒曜の秘典+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,855458.1,416134.3,947,570,34937.41,0.916,227,0.83:1.66,,0.22:1.16,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+HP%,アルベド+トーマ+万葉,855206.1,416011.6,1003,570,40388.82,0.766,355,0.65:1.29,,0.40:0.79,1.6
凛流の監視者,花海+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,花海+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,楽団+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,855127.8,415973.6,1303.96,570,37154.42,0.3,205,0.91:1.82,,0.45:0.70,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,854855.6,415841.2,1058,570,34117.42,1.236,110,0.85:1.69,,0.20:1.19,1.6
