武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
葦海の標(1),火魔女4(1),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),130003.2,3481.96,187,0.90:1.79,0.25:0.89,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,129997.6,1593.96,345,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,129997.6,1593.96,345,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129961.4,3182.752,345,0.73:1.46,0.42:0.56,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129952.5,3262.624,180,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129903.3,2751.16,0,1.00:2.21,0.49:0.43,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,129883,1930.8,367,0.90:1.79,0.25:0.89,1.4
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129851.9,2048.68,280,1.00:2.05,0.40:0.60,1.4
赤角石塵滅砕,火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129781.9,2751.16,267,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129781.9,2751.16,267,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129781.9,2751.16,267,1.00:2.21,0.49:0.43,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129762.8,1642.68,265,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129762.8,1642.68,265,0.89:1.77,0.58:0.25,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129733.2,2983,0,1.00:2.05,0.40:0.60,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129727.1,1813.32,467,0.95:1.90,0.64:0.12,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,129715.5,1772.6,230,1.00:2.07,0.70:0.00,1.4
黒岩完凸(効果無し),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129667.9,2690.68,187,1.00:2.07,0.70:0.00,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,129647,1526.36,187,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129643.6,1931.48,417,0.95:1.90,0.64:0.12,1.4
黒岩完凸(平均),火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129612,2983,267,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129612,2983,267,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129612,2983,267,1.00:2.05,0.40:0.60,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129599.9,1983.72,345,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129599.9,1983.72,345,0.89:1.77,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,129546.1,1644.52,367,0.95:1.90,0.64:0.12,1.4
葦海の標(1),ファントム+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),ファントム+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),ファントム+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),花海+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),華館+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129519.3,3057.9,267,0.90:1.79,0.25:0.89,1.4
末路(R2、30%以下),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129433.4,3554.76,374,0.91:1.82,0.24:0.92,1.4
赤角石塵滅砕,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129421.8,2751.16,347,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129421.8,2751.16,347,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129400.2,1695.16,330,1.00:2.21,0.49:0.43,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129314,3391.04,330,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129314,3391.04,330,1.00:1.99,0.47:0.47,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129297.4,2367.6,180,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129297.4,2367.6,180,1.00:2.10,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129288.3,1695.16,517,0.95:1.90,0.64:0.12,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129280.7,3194.12,345,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129280.7,3194.12,345,0.89:1.77,0.58:0.25,1.4
雨裁,ファントム+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+花海,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+花海,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+華館,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+華館,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129270.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129256.1,3324.04,267,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129252.3,2983,347,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129252.3,2983,347,1.00:2.05,0.40:0.60,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,129250,2804.36,345,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,129250,2804.36,345,0.89:1.77,0.58:0.25,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129240.8,3554.76,417,0.89:1.77,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129240.8,3554.76,417,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129192.7,3481.96,417,0.90:1.79,0.25:0.89,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129191.1,1813.32,467,1.00:2.40,0.70:0.00,1.4
裁断,火魔女+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.47:0.47,1.4
裁断,火魔女+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.47:0.47,1.4
裁断,火魔女+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129180.5,3195.84,80,1.00:1.99,0.47:0.47,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,129173.1,1930.8,180,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,129173.1,1930.8,180,1.00:2.10,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129108,1931.48,417,1.00:2.40,0.70:0.00,1.4
雨裁,楽団+金メッキ,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129080.3,3069.072,325,0.89:1.77,0.26:0.87,1.4
雨裁,楽団+金メッキ,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129080.3,3069.072,325,0.89:1.77,0.58:0.25,1.4
雨裁,楽園+金メッキ,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129080.3,3069.072,325,0.89:1.77,0.26:0.87,1.4
雨裁,楽園+金メッキ,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),129080.3,3069.072,325,0.89:1.77,0.58:0.25,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129023.8,2516.76,180,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),129023.8,2516.76,180,1.00:1.99,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,129022.5,1762.68,317,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),128993.5,2049.64,367,0.95:1.90,0.64:0.12,1.4
雨裁,ファントム+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,ファントム+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,ファントム+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,花海+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,花海+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,華館+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,華館+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128939.6,2690.68,432,0.89:1.77,0.58:0.25,1.4
末路,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128909.9,3509.26,187,0.89:1.77,0.26:0.87,1.4
末路,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128909.9,3509.26,187,0.89:1.77,0.58:0.25,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128890.8,3221.7,267,1.00:2.10,0.10:1.20,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),128890.8,3221.7,267,1.00:2.10,0.41:0.58,1.4
