武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
末路,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119884.1,3509.26,417,0.69:1.37,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),攻撃%+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119840.7,2409.46,330,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119840.7,2409.46,330,0.85:1.70,0.41:0.58,1.4
末路(R2、30%以下),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119819.9,2482.26,287,0.87:1.73,0.08:1.23,1.4
末路(R2、30%以下),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119819.9,2482.26,287,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,ファントム+火魔女,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+花海,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+華館,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+劇団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+砂上,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+深林,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+千岩,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+沈淪,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+氷風,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+悠久,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+雷,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119808.3,2751.16,187,0.91:1.81,0.49:0.43,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,119771,1803.4,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,119771,1803.4,187,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119769.8,2751.16,561,0.75:1.50,0.64:0.12,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,119761.3,1772.6,374,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,119761.3,1772.6,374,1.00:2.01,0.53:0.33,1.4
葦海の標(1),楽団+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119677.2,3057.9,534,0.70:1.39,0.25:0.89,1.4
葦海の標(1),楽園+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119677.2,3057.9,534,0.70:1.39,0.25:0.89,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,119676,3057.9,374,0.88:1.75,0.07:1.25,1.4
雨裁,金メッキ4(同元素2),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119618.8,3296.432,295,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素2),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119618.8,3296.432,295,0.69:1.37,0.58:0.25,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119597.2,2983,561,0.85:1.70,0.38:0.64,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,119556,1526.36,187,0.91:1.81,0.49:0.43,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,119463.8,3057.9,417,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,119463.8,3057.9,417,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,119404.6,2869.32,367,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119377.3,2919.96,474,0.93:1.86,0.46:0.48,1.4
葦海の標(1),金メッキ4(同元素1),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119375.7,3609.36,367,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,119349.5,2185.6,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,119349.5,2185.6,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,攻撃%+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119338.1,2409.46,287,0.88:1.75,0.07:1.25,1.4
末路(R2、30%以下),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119335.9,3682.16,367,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119335.9,3682.16,367,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素2),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119311.7,3380.784,130,0.81:2.00,0.70:0.00,1.4
末路(R2、30%以下),火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119276.3,3554.76,187,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119276.3,3554.76,187,0.69:1.37,0.58:0.25,1.4
葦海の標(1),火魔女4(1),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119275.3,3481.96,187,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ4(同元素2),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119274.4,3736.76,130,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119274.4,3736.76,130,0.85:1.70,0.41:0.58,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119270.1,3145.4,287,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119270.1,3145.4,287,1.00:2.01,0.53:0.33,1.4
赤角石塵滅砕,しめ縄+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119252.5,2903.08,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+剣闘士,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119252.5,2903.08,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+残響,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119252.5,2903.08,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+辰砂,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119252.5,2903.08,454,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,119248.7,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,しめ縄+火魔女,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119209.6,2903.08,374,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+剣闘士,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119209.6,2903.08,374,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+残響,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119209.6,2903.08,374,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+辰砂,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119209.6,2903.08,374,0.75:1.50,0.64:0.12,1.4
裁断,金メッキ4(同元素1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119207.8,3332.48,554,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119207.8,3332.48,554,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,119163,1880.84,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム4,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119144.2,3144.464,187,1.00:2.17,0.31:0.79,1.4
赤角石塵滅砕,ファントム4,攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119144.2,3144.464,187,1.00:2.17,0.62:0.17,1.4
裁断,金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119144.2,3195.84,604,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119144.2,3195.84,604,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,119113.6,1526.36,187,1.00:2.17,0.31:0.79,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,119113.6,1526.36,187,1.00:2.17,0.62:0.17,1.4
螭龍の剣(バフ無し),金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119054.1,2918.04,317,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119054.1,2918.04,317,0.82:1.65,0.44:0.53,1.4
赤角石塵滅砕,金メッキ4(同元素0),攻撃%+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),119020,2088.464,330,0.91:1.81,0.49:0.43,1.4
黒岩完凸(効果無し),金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119012.5,2918.04,317,0.82:1.65,0.40:0.60,1.4
赤角石塵滅砕,楽団+金メッキ,攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119008.3,3144.464,160,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),119008.3,3144.464,160,0.91:1.81,0.49:0.43,1.4
黒岩完凸(効果無し),金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118994.8,2918.04,317,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,ファントム+火魔女,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+花海,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+華館,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+劇団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+砂上,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+深林,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+千岩,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+沈淪,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+氷風,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+悠久,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+雷,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118972.4,2751.16,187,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),しめ縄+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118947.3,3129.16,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118947.3,3129.16,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118947.3,3129.16,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118947.3,3129.16,267,0.82:1.65,0.40:0.60,1.4
赤角石塵滅砕,しめ縄+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118936.8,2903.08,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+剣闘士,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118936.8,2903.08,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+残響,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118936.8,2903.08,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+辰砂,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118936.8,2903.08,454,0.75:1.50,0.64:0.12,1.4
黒岩完凸(平均),しめ縄+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118929.6,3129.16,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),金メッキ+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118929.6,3129.16,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),金メッキ+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118929.6,3129.16,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),金メッキ+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118929.6,3129.16,267,0.81:1.67,0.70:0.00,1.4
裁断,金メッキ4(同元素2),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118910.2,3469.12,504,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素2),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118910.2,3469.12,504,0.80:1.59,0.47:0.47,1.4
葦海の標(1),ファントム+火魔女,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),ファントム+火魔女,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+花海,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+花海,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+華館,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+華館,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+劇団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+劇団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+砂上,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+砂上,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+深林,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+深林,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+千岩,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+千岩,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+沈淪,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+沈淪,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+氷風,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+氷風,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+悠久,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+悠久,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+雷,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+雷,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118821.3,3057.9,187,0.85:1.70,0.41:0.58,1.4
裁断,金メッキ4(同元素1),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118744.4,3787.296,180,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素1),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118744.4,3787.296,180,0.80:1.59,0.47:0.47,1.4
雨裁,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,118743.9,1480.28,539,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,118743.9,1480.28,539,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,118721.9,1526.36,187,0.81:2.00,0.70:0.00,1.4
雨裁,ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118706.4,2690.68,726,0.71:1.42,0.24:0.92,1.4
赤角石塵滅砕,金メッキ4(同元素2),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),118694.5,3380.784,317,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),118682.1,1935,474,1.00:2.01,0.22:0.96,1.4
