武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,熟知,率ダメ
螭龍の剣(完凸),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,103339.1,1480.28,16199,1.475,187,0.89:1.79
葦海の標,金メッキ4(同元素0),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103303.4,3239.9,19853.08,0.75,604,0.77:1.53
黒岩完凸(効果無し),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103239,2690.68,16199,1.216,230,0.89:1.79
黒岩完凸(効果無し),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103239,2690.68,16199,1.216,230,0.89:1.79
裁断,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),103201.7,2106.84,19053.75,0.94,287,1.00:2.18
裁断,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),103201.7,2106.84,19053.75,0.94,287,1.00:2.18
裁断,火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103180.6,3195.84,16199,1.441,187,0.71:1.42
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103180.2,3549.3,19853.08,0.656,280,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103180.2,3549.3,19853.08,0.656,280,0.92:1.84
雨裁,火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
雨裁,火魔女+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
雨裁,火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
雨裁,火魔女+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
雨裁,火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
雨裁,火魔女+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103114.8,2690.68,16199,1.26,432,0.76:1.51
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+鍾離,103070.8,2112.8,19853.08,1.216,180,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+鍾離,103070.8,2112.8,19853.08,1.216,180,0.92:1.84
葦海の標,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103065,3421.9,19853.08,0.881,100,0.92:1.84
葦海の標,火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103065,3421.9,19853.08,0.881,100,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103057,3367.3,19853.08,0.75,554,0.77:1.53
葦海の標,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),103045.6,2422.2,22707.83,1.406,417,0.77:1.53
葦海の標,しめ縄+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,しめ縄+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,火魔女+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,103031.7,3403.7,19853.08,0.9,187,0.92:1.84
葦海の標,ファントム4,元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103003.9,3421.9,19853.08,0.656,100,1.00:2.40
葦海の標,ファントム4,元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),103003.9,3421.9,19853.08,0.656,100,1.00:2.40
赤角石塵滅砕,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102964.4,1695.16,19053.75,1.406,100,1.00:2.62
赤角石塵滅砕,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102964.4,1695.16,19053.75,1.406,100,1.00:2.62
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102952.7,3096.68,16199,0.75,367,0.89:1.79
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102952.7,3096.68,16199,0.75,367,0.89:1.79
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102772.6,3144.464,16199,1.216,230,0.82:1.64
赤角石塵滅砕,火魔女+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
赤角石塵滅砕,火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
赤角石塵滅砕,火魔女+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
赤角石塵滅砕,火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
赤角石塵滅砕,火魔女+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
赤角石塵滅砕,火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102767.1,2751.16,16199,1.366,80,0.98:1.95
葦海の標,しめ縄+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,しめ縄+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,しめ縄+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,しめ縄+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽団+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
葦海の標,楽園+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102714.1,3403.7,19853.08,1.216,80,0.92:1.84
赤角石塵滅砕,金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102700.9,3144.464,16199,0.75,230,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102700.9,3144.464,16199,0.75,230,0.98:1.95
黒岩完凸(平均),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102655.7,2983,16199,1.441,187,0.74:1.48
雨裁,しめ縄+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,しめ縄+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,しめ縄+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,しめ縄+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽団+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
雨裁,楽園+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102636.6,2836.84,16199,1.576,245,0.76:1.51
黒岩完凸(平均),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102630.2,3096.68,16199,1.216,367,0.74:1.48
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102551.3,1695.16,19053.75,1.165,287,0.98:1.95
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102551.3,1695.16,19053.75,1.165,287,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),102547.2,2919.96,16199,0.656,330,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),102547.2,2919.96,16199,0.656,330,0.98:1.95
雨裁,金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102526.9,2690.68,16199,1.576,582,0.60:1.20
葦海の標,金メッキ4(同元素2),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102515,3494.7,19853.08,0.75,504,0.77:1.53
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102512.5,2106.84,19053.75,1.406,330,0.87:1.73
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102512.5,2106.84,19053.75,1.406,330,0.87:1.73
葦海の標,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,102428.3,1985.4,19853.08,0.75,187,1.00:2.40
葦海の標,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,102428.3,1985.4,19853.08,0.75,187,1.00:2.40
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102369.5,3469.12,16199,0.75,317,0.87:1.73
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102369.5,3469.12,16199,0.75,317,0.87:1.73
雨裁,ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102327.1,3069.072,16199,1.11,352,0.78:1.56
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102305.4,3210.36,16199,1.216,130,0.89:1.79
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102305.4,3210.36,16199,1.216,130,0.89:1.79
葦海の標,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102235.7,2549.6,22707.83,1.406,367,0.77:1.53
雨裁,金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102227.7,3069.072,16199,1.11,395,0.76:1.51
雨裁,金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102227.7,3069.072,16199,1.11,395,0.76:1.51
葦海の標,辰砂4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102227.6,2768,22707.83,0.94,287,0.92:1.84
葦海の標,辰砂4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102227.6,2768,22707.83,0.94,287,0.92:1.84
螭龍の剣(完凸),金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+鍾離,102224.1,1821.32,16199,1.25,267,0.89:1.79
螭龍の剣(完凸),金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+鍾離,102224.1,1821.32,16199,1.25,267,0.89:1.79
葦海の標,火魔女+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
葦海の標,火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
葦海の標,火魔女+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
葦海の標,火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
葦海の標,火魔女+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
葦海の標,火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102189,2167.4,22707.83,1.556,180,0.92:1.84
雨裁,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102187.8,2804.36,16199,1.576,532,0.60:1.20
裁断,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
裁断,楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
裁断,楽園+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
裁断,楽園+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
裁断,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
裁断,楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102125.6,3195.84,16199,1.216,160,0.87:1.73
葦海の標,金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102092,2591.46,22707.83,0.94,330,0.92:1.84
葦海の標,金メッキ4(同元素0),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102092,2591.46,22707.83,0.94,330,0.92:1.84
裁断,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102070.3,2106.84,19053.75,1.406,287,0.89:1.78
雨裁,辰砂4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102058.7,3226.6,16199,1.11,352,0.76:1.51
雨裁,辰砂4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102058.7,3226.6,16199,1.11,352,0.76:1.51
雨裁,ファントム4,元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102037.1,3069.072,16199,1.576,165,0.78:1.56
黒岩完凸(平均),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102028.3,1935,19053.75,0.94,287,1.00:2.29
黒岩完凸(平均),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),102028.3,1935,19053.75,0.94,287,1.00:2.29
雨裁,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
雨裁,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
雨裁,楽園+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
雨裁,楽園+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
雨裁,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
雨裁,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102023.6,2690.68,16199,1.11,512,0.76:1.51
赤角石塵滅砕,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),101997.1,2919.96,16199,0.656,287,1.00:2.00
雨裁,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),101996.2,2853.08,16199,1.241,265,0.76:1.51
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),101996.2,2853.08,16199,1.241,265,0.76:1.51
葦海の標,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101972,3791.36,19853.08,0.75,180,0.92:1.84
葦海の標,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101972,3791.36,19853.08,0.75,180,0.92:1.84
裁断,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101958.2,3469.12,16199,1.216,317,0.71:1.42
黒岩完凸(効果無し),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101809.9,2690.68,16199,1.216,187,0.92:1.84
雨裁,辰砂4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101769.4,3226.6,16199,1.576,165,0.76:1.51
雨裁,辰砂4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101769.4,3226.6,16199,1.576,165,0.76:1.51
葦海の標,金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101765.7,3791.36,19853.08,1.216,180,0.77:1.53
