武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
葦海の標(1),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100180.1,3057.9,187,0.88:1.75,0.07:1.25,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100145.9,3262.624,180,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100130.9,2983,374,0.67:1.34,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,100127.8,1762.68,317,0.91:1.81,0.49:0.43,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100111.6,3195.84,347,0.64:1.28,0.31:0.78,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100111.6,3195.84,347,0.64:1.28,0.31:0.78,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100098.4,3609.36,180,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100098.4,3609.36,180,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),100020.2,3312.7,504,0.70:1.39,0.25:0.89,1.4
雨裁,ファントム+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,花海+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,花海+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,華館+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,華館+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99972.39,2690.68,245,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム4,元チャ+元素熟知+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99956.38,2853.08,452,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99956.38,2853.08,452,0.87:1.73,0.40:0.61,1.4
雨裁,火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99938.23,2690.68,539,0.53:1.06,0.42:0.56,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99937.75,3324.04,267,0.82:1.65,0.40:0.60,1.4
雨裁,ファントム4,元チャ+攻撃%+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99937.27,2021.072,265,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99937.27,2021.072,265,0.87:1.73,0.40:0.61,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99934.82,2983,347,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99934.82,2983,347,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99922.85,3324.04,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99919.92,2983,347,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99919.92,2983,347,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99919.54,1695.16,517,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+楽団,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99914.13,2751.16,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+金メッキ,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99914.13,2751.16,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+楽園,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99914.13,2751.16,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,99910.45,1526.36,187,0.81:2.00,0.70:0.00,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99833.65,3057.9,0,1.00:1.90,0.00:1.40,1.4
赤角石塵滅砕,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99829.62,1695.16,260,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99829.62,1695.16,260,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,しめ縄+火魔女,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99789.59,2903.08,187,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99789.59,2903.08,187,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99789.59,2903.08,187,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99789.59,2903.08,187,0.75:1.50,0.64:0.12,1.4
雨裁,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99776.51,3069.072,395,0.53:1.06,0.42:0.56,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99701.29,3239.9,100,1.00:2.06,0.23:0.94,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99691.73,2049.64,367,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99681.29,2869.32,180,0.91:1.81,0.49:0.43,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99657.12,3609.36,180,0.70:1.39,0.25:0.89,1.4
雨裁,しめ縄+火魔女,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.26:0.87,1.4
雨裁,しめ縄+火魔女,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99628.33,2836.84,165,0.69:1.37,0.58:0.25,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99623.94,3682.16,180,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99623.94,3682.16,180,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99559.14,1813.32,467,0.81:2.00,0.70:0.00,1.4
雨裁,金メッキ4(同元素2),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99538.71,3296.432,295,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素2),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99538.71,3296.432,295,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99495.08,1931.48,417,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99444.99,3324.04,267,0.67:1.34,0.56:0.28,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99442.08,2983,347,0.67:1.34,0.56:0.28,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99442.08,2983,347,0.67:1.34,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,99429.2,1762.68,317,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,99428.03,1772.6,230,0.82:1.65,0.40:0.60,1.4
螭龍の剣(バフ無し),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99426.29,2690.68,187,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99426.29,2690.68,187,0.82:1.65,0.44:0.53,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,99413.2,1772.6,230,0.81:1.67,0.70:0.00,1.4
雨裁,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99397.23,1642.68,452,0.71:1.42,0.24:0.92,1.4
黒岩完凸(効果無し),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99391.55,2690.68,187,0.82:1.65,0.40:0.60,1.4
黒岩完凸(効果無し),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99376.73,2690.68,187,0.81:1.67,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99342.64,3440.1,454,0.70:1.39,0.25:0.89,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,99327.02,1911.64,230,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,99327.02,1911.64,230,0.80:1.59,0.47:0.47,1.4
雨裁,火魔女+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99321.15,2690.68,432,0.53:1.06,0.42:0.56,1.4
雨裁,火魔女+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99321.15,2690.68,432,0.53:1.06,0.42:0.56,1.4
雨裁,火魔女+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99321.15,2690.68,432,0.53:1.06,0.42:0.56,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99299.13,2919.96,287,0.75:1.50,0.64:0.12,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99298.66,1985.4,287,0.70:1.39,0.25:0.89,1.4
雨裁,楽団+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99286.4,2690.68,512,0.53:1.06,0.42:0.56,1.4
雨裁,楽園+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99286.4,2690.68,512,0.53:1.06,0.42:0.56,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99286.11,3156.28,230,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99222.35,1695.16,517,0.81:2.00,0.70:0.00,1.4
雨裁,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99190.15,2690.68,352,0.71:1.42,0.24:0.92,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99166.42,3080.44,395,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99166.42,3080.44,395,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,火魔女4(1),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99158.3,3144.464,187,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99133.05,1695.16,260,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),99133.05,1695.16,260,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,ファントム+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,花海+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,華館+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99113.54,2751.16,267,0.91:1.81,0.49:0.43,1.4
雨裁,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99082.52,2690.68,395,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,99082.52,2690.68,395,0.69:1.37,0.58:0.25,1.4
裁断,火魔女+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99007.08,3195.84,267,0.64:1.28,0.31:0.78,1.4
裁断,火魔女+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99007.08,3195.84,267,0.64:1.28,0.31:0.78,1.4
裁断,火魔女+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99007.08,3195.84,267,0.64:1.28,0.31:0.78,1.4
螭龍の剣(バフ無し),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),99001.68,2690.68,374,0.85:1.70,0.10:1.20,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98997.84,1695.16,100,1.00:2.17,0.31:0.79,1.4
